article_id,article_v_id,rel
1165765,1218145.0,version
1165766,1218146.0,version
1165767,1218147.0,version
1165768,1218148.0,version
1165769,1218149.0,version
1165770,1218150.0,version
1165771,1218151.0,version
1165772,1218152.0,version
1165773,1218153.0,version
1212246,1292600.0,version
1212248,1292602.0,version
1212249,1292603.0,version
1212250,1292604.0,version
1212251,1292605.0,version
1212252,1292606.0,version
1212253,1292607.0,version
1212254,1292608.0,version
1212255,1292609.0,version
1212256,1292610.0,version
1212257,1292611.0,version
1212258,1292612.0,version
1249131,1357215.0,version
1249136,1357220.0,version
1249137,1357221.0,version
1249138,1357222.0,version
1249139,1357223.0,version
1249140,1357224.0,version
1249142,1357227.0,version
1249143,1357229.0,version
1249158,1357236.0,version
1249159,1357238.0,version
1249160,1357240.0,version
1249161,1357243.0,version
1249162,1357245.0,version
1249163,1357247.0,version
1249164,1357249.0,version
1249165,1357250.0,version
1249167,1357255.0,version
1249168,1357257.0,version
1249169,1357258.0,version
1249173,1357268.0,version
1249175,1357269.0,version
1249176,1357270.0,version
1249177,1357271.0,version
1249178,1357272.0,version
1249179,1357273.0,version
1249193,1357276.0,version
1249194,1357278.0,version
1249197,1357292.0,version
1249200,1357295.0,version
1249203,1357298.0,version
1249204,1357299.0,version
1249205,1357300.0,version
1249207,1357302.0,version
1249208,1357303.0,version
1249209,1357304.0,version
1249211,1357306.0,version
1249213,1357309.0,version
1249218,1357322.0,version
1249220,1357325.0,version
1249222,1357331.0,version
1249250,1357353.0,version
1249253,1357354.0,version
1249254,1357355.0,version
1249255,1357356.0,version
1249256,1357357.0,version
1249257,1357358.0,version
1249258,1357359.0,version
1249259,1357360.0,version
1249260,1357361.0,version
1249261,1357363.0,version
1249262,1357365.0,version
1249263,1357366.0,version
1249265,1357367.0,version
1249287,1357369.0,version
1249288,1357372.0,version
1249289,1357375.0,version
1249291,1357386.0,version
1249293,1357388.0,version
1249295,1357391.0,version
1249297,1357394.0,version
1249298,1357395.0,version
1249299,1357397.0,version
1249300,1357401.0,version
1249301,1357402.0,version
1249302,1357403.0,version
1249303,1357404.0,version
1249304,1357405.0,version
1249305,1357406.0,version
1249306,1357407.0,version
1249307,1357408.0,version
1249308,1357409.0,version
1249309,1357410.0,version
1249310,1357411.0,version
1249311,1357412.0,version
1249312,1357413.0,version
1249313,1357415.0,version
1249314,1357416.0,version
1249317,1357419.0,version
1249319,1357422.0,version
1249320,1357423.0,version
1249321,1357425.0,version
1249322,1357426.0,version
1249323,1357427.0,version
1249324,1357428.0,version
1249325,1357429.0,version
1249326,1357431.0,version
1249327,1357432.0,version
1249328,1357433.0,version
1249329,1357435.0,version
1249330,1357437.0,version
1249331,1357438.0,version
1249332,1357439.0,version
1249334,1357441.0,version
1249335,1357443.0,version
1249336,1357444.0,version
1249337,1357445.0,version
1249338,1357446.0,version
1249339,1357447.0,version
1249340,1357448.0,version
1249341,1357449.0,version
1249342,1357451.0,version
1249344,1357453.0,version
1249345,1357454.0,version
1249346,1357455.0,version
1249347,1357456.0,version
1249348,1357457.0,version
1249350,1357459.0,version
1249351,1357460.0,version
1249352,1357461.0,version
1249355,1357466.0,version
1249356,1357467.0,version
1249357,1357468.0,version
1249358,1357469.0,version
1249366,1357477.0,version
1249367,1357478.0,version
1249368,1357479.0,version
1249372,1357483.0,version
1249374,1357485.0,version
1249375,1357486.0,version
1249377,1357488.0,version
1249378,1357489.0,version
1249379,1357490.0,version
1249380,1357491.0,version
1249382,1357493.0,version
1249383,1357494.0,version
1249385,1357496.0,version
1249386,1357497.0,version
1249387,1357498.0,version
1249388,1357499.0,version
1249389,1357500.0,version
1249390,1357501.0,version
1249391,1357502.0,version
1249392,1357503.0,version
1249393,1357504.0,version
1249394,1357505.0,version
1249395,1357506.0,version
1249396,1357507.0,version
1249397,1357508.0,version
1249398,1357509.0,version
1249399,1357510.0,version
1249400,1357511.0,version
1249402,1357513.0,version
1249403,1357514.0,version
1249406,1357517.0,version
1249408,1357519.0,version
1249412,1357523.0,version
1249414,1357525.0,version
1249416,1357527.0,version
1249418,1357528.0,version
1249419,1357529.0,version
1249420,1357530.0,version
1249421,1357531.0,version
1249422,1357532.0,version
1249423,1357533.0,version
1249424,1357534.0,version
1249425,1357535.0,version
1249426,1357536.0,version
1249427,1357537.0,version
1249428,1357538.0,version
1249429,1357539.0,version
1249430,1357540.0,version
1249431,1357541.0,version
1249432,1357542.0,version
1249433,1357543.0,version
1249434,1357544.0,version
1249435,1357545.0,version
1249436,1357546.0,version
1249437,1357547.0,version
1249438,1357548.0,version
1249439,1357549.0,version
1249440,1357550.0,version
1249441,1357551.0,version
1249442,1357552.0,version
1249443,1357553.0,version
1249444,1357554.0,version
1249445,1357555.0,version
1249446,1357556.0,version
1249447,1357557.0,version
1249448,1357558.0,version
1249449,1357559.0,version
1249450,1357560.0,version
1249451,1357561.0,version
1249452,1357562.0,version
1249453,1357563.0,version
1249454,1357564.0,version
1249455,1357565.0,version
1249456,1357566.0,version
1249457,1357567.0,version
1249458,1357568.0,version
1249459,1357569.0,version
1249460,1357570.0,version
1249461,1357571.0,version
1249462,1357572.0,version
1249463,1357573.0,version
1249464,1357574.0,version
1249465,1357575.0,version
1249466,1357576.0,version
1249467,1357577.0,version
1249468,1357578.0,version
1249469,1357579.0,version
1249470,1357580.0,version
1249471,1357581.0,version
1249472,1357582.0,version
1249473,1357583.0,version
1249474,1357584.0,version
1249475,1357585.0,version
1249476,1357586.0,version
1249477,1357587.0,version
1249478,1357588.0,version
1249479,1357589.0,version
1249480,1357590.0,version
1249481,1357591.0,version
1249482,1357592.0,version
1249483,1357593.0,version
1249484,1357594.0,version
1249485,1357595.0,version
1249486,1357596.0,version
1249487,1357597.0,version
1249488,1357598.0,version
1249489,1357599.0,version
1249490,1357600.0,version
1249491,1357601.0,version
1249492,1357602.0,version
1249493,1357603.0,version
1249494,1357604.0,version
1249495,1357605.0,version
1249496,1357606.0,version
1249497,1357607.0,version
1249498,1357608.0,version
1249499,1357609.0,version
1249500,1357610.0,version
1249501,1357611.0,version
1249502,1357612.0,version
1249503,1357613.0,version
1249504,1357614.0,version
1249505,1357615.0,version
1249506,1357616.0,version
1249507,1357617.0,version
1249508,1357618.0,version
1249509,1357619.0,version
1249510,1357620.0,version
1249511,1357621.0,version
1249512,1357622.0,version
1249513,1357623.0,version
1249514,1357624.0,version
1249515,1357625.0,version
1249516,1357626.0,version
1249517,1357627.0,version
1249518,1357628.0,version
1249519,1357629.0,version
1249520,1357630.0,version
1249521,1357631.0,version
1249522,1357632.0,version
1249523,1357633.0,version
1249524,1357634.0,version
1249525,1357635.0,version
1249526,1357636.0,version
1249527,1357637.0,version
1249528,1357638.0,version
1249529,1357639.0,version
1249530,1357640.0,version
1249531,1357641.0,version
1249532,1357642.0,version
1249533,1357643.0,version
1249534,1357644.0,version
1249535,1357645.0,version
1249536,1357646.0,version
1249537,1357647.0,version
1249538,1357648.0,version
1249539,1357650.0,version
1249540,1357651.0,version
1249541,1357653.0,version
1249542,1357654.0,version
1249543,1357655.0,version
1249544,1357656.0,version
1249545,1357657.0,version
1249546,1357658.0,version
1249547,1357659.0,version
1249548,1357660.0,version
1249549,1357661.0,version
1249550,1357662.0,version
1249551,1357663.0,version
1249552,1357664.0,version
1249553,1357666.0,version
1249554,1357667.0,version
1249555,1357669.0,version
1249556,1357670.0,version
1249557,1357671.0,version
1249558,1357673.0,version
1249559,1357675.0,version
1249560,1357676.0,version
1249561,1357678.0,version
1249562,1357679.0,version
1249563,1357680.0,version
1249564,1357681.0,version
1249565,1357682.0,version
1249566,1357687.0,version
1249567,1357688.0,version
1249568,1357689.0,version
1249569,1357690.0,version
1249570,1357692.0,version
1249571,1357693.0,version
1249572,1357694.0,version
1249573,1357697.0,version
1249574,1357698.0,version
1249575,1357699.0,version
1249576,1357700.0,version
1249577,1357701.0,version
1249578,1357702.0,version
1249579,1357704.0,version
1249580,1357705.0,version
1249581,1357706.0,version
1249582,1357707.0,version
1249583,1357708.0,version
1249584,1357710.0,version
1249585,1357711.0,version
1249586,1357713.0,version
1249587,1357714.0,version
1249588,1357715.0,version
1249589,1357717.0,version
1249590,1357718.0,version
1249591,1357719.0,version
1249592,1357720.0,version
1249593,1357722.0,version
1249594,1357723.0,version
1249595,1357725.0,version
1249596,1357726.0,version
1249597,1357727.0,version
1249598,1357728.0,version
1249599,1357729.0,version
1249600,1357730.0,version
1249601,1357731.0,version
1249602,1357732.0,version
1249603,1357733.0,version
1249604,1357734.0,version
1249605,1357735.0,version
1249606,1357738.0,version
1249607,1357739.0,version
1249608,1357740.0,version
1249609,1357741.0,version
1249610,1357742.0,version
1249611,1357743.0,version
1249612,1357744.0,version
1249613,1357746.0,version
1249614,1357748.0,version
1249615,1357749.0,version
1249616,1357750.0,version
1249617,1357752.0,version
1249618,1357754.0,version
1249619,1357755.0,version
1249620,1357757.0,version
1249621,1357758.0,version
1249622,1357759.0,version
1249623,1357761.0,version
1249624,1357762.0,version
1249625,1357763.0,version
1249626,1357765.0,version
1249627,1357766.0,version
1249628,1357767.0,version
1249629,1357768.0,version
1249630,1357770.0,version
1249631,1357771.0,version
1249632,1357772.0,version
1249633,1357801.0,version
1249634,1357802.0,version
1249635,1357803.0,version
1249636,1357804.0,version
1249637,1357805.0,version
1249638,1357806.0,version
1249639,1357807.0,version
1249640,1357808.0,version
1249641,1357809.0,version
1249642,1357810.0,version
1249643,1357811.0,version
1249647,1357812.0,version
1249648,1357813.0,version
1249649,1357814.0,version
1249650,1357815.0,version
1249651,1357816.0,version
1249652,1357817.0,version
1249653,1357818.0,version
1249654,1357819.0,version
1249655,1357820.0,version
1249656,1357821.0,version
1249657,1357822.0,version
1249658,1357823.0,version
1249659,1357824.0,version
1249660,1357825.0,version
1249661,1357826.0,version
1249662,1357827.0,version
1249663,1357828.0,version
1249664,1357829.0,version
1249665,1357830.0,version
1249666,1357831.0,version
1249667,1357832.0,version
1249668,1357833.0,version
1249669,1357834.0,version
1249670,1357835.0,version
1249671,1357836.0,version
1249672,1357837.0,version
1249673,1357838.0,version
1249674,1357839.0,version
1249675,1357840.0,version
1249676,1357841.0,version
1249677,1357842.0,version
1249678,1357844.0,version
1249679,1357845.0,version
1249680,1357846.0,version
1249681,1357847.0,version
1249682,1357848.0,version
1249683,1357849.0,version
1249684,1357850.0,version
1249685,1357852.0,version
1249686,1357853.0,version
1249687,1357855.0,version
1249688,1357857.0,version
1249689,1357859.0,version
1249690,1357860.0,version
1249691,1357861.0,version
1249692,1357862.0,version
1249693,1357864.0,version
1249694,1357866.0,version
1249695,1357867.0,version
1249696,1357869.0,version
1249697,1357871.0,version
1294107,1428941.0,version
1294108,1428942.0,version
1294109,1428945.0,version
1294110,1428946.0,version
1294112,1428951.0,version
1294113,1428952.0,version
1294114,1428953.0,version
1294115,1428954.0,version
1294116,1428955.0,version
1294117,1428956.0,version
1294122,1428977.0,version
1294123,1428978.0,version
1294124,1428979.0,version
1313374,1460390.0,version
1313375,1460391.0,version
1313376,1460392.0,version
1313377,1460393.0,version
1313378,1460394.0,version
1313379,1460395.0,version
1313380,1460396.0,version
1313381,1460397.0,version
1313382,1460398.0,version
1313383,1460399.0,version
1313384,1460400.0,version
1313385,1460401.0,version
1313386,1460402.0,version
1325292,1480541.0,version
1325293,1480550.0,version
1325294,1480552.0,version
1325295,1480553.0,version
1325296,1480554.0,version
1325297,1480555.0,version
1325298,1480556.0,version
1325300,1480557.0,version
1325302,1480570.0,version
1308403,1452446.0,version
1308404,1452447.0,version
1308405,1452448.0,version
1308406,1452449.0,version
1308407,1452450.0,version
1308408,1452451.0,version
1308409,1452452.0,version
1308410,1452453.0,version
1308411,1452454.0,version
1308412,1452455.0,version
1308413,1452456.0,version
1308414,1452457.0,version
1308415,1452458.0,version
1308416,1452459.0,version
1308417,1452460.0,version
1308418,1452461.0,version
1308419,1452462.0,version
1308420,1452463.0,version
1308421,1452464.0,version
1308422,1452465.0,version
1308423,1452466.0,version
1308424,1452467.0,version
1021221,1021221.0,version
1024369,1024369.0,version
1024697,1024697.0,version
1025727,1025727.0,version
1027433,1027433.0,version
1039073,1039073.0,version
1041214,1041214.0,version
1051925,1051925.0,version
1058308,1058308.0,version
1062345,1062345.0,version
1075299,1080673.0,version
1075300,1080674.0,version
1075301,1080675.0,version
1075302,1080676.0,version
1088383,1100142.0,version
1088384,1100143.0,version
1088385,1100144.0,version
1088386,1100145.0,version
1088387,1100146.0,version
1088388,1100147.0,version
1088389,1100148.0,version
1088390,1100149.0,version
1088391,1100150.0,version
1088392,1100151.0,version
1088393,1100152.0,version
1088394,1100153.0,version
1099286,1117221.0,version
1099287,1117222.0,version
1099288,1117223.0,version
1099289,1117224.0,version
1099290,1117225.0,version
1099291,1117226.0,version
1099292,1117227.0,version
1099293,1117228.0,version
1117899,1145427.0,version
1117900,1145428.0,version
1117901,1145429.0,version
1117902,1145430.0,version
1139957,1177989.0,version
1139958,1177990.0,version
1139959,1177991.0,version
1139960,1177992.0,version
1139961,1177993.0,version
1139962,1177994.0,version
1139963,1177995.0,version
