key_id,doc_id,rel
1000025,1012124,keyword
1000025,1012126,keyword
1000025,1012151,keyword
1000025,1012174,keyword
1000025,1012811,keyword
1000025,1013055,keyword
1000025,1013781,keyword
1000025,1013926,keyword
1000025,1013938,keyword
1000025,1015329,keyword
1000025,1015512,keyword
1000025,1015671,keyword
1000025,1015739,keyword
1000025,1015771,keyword
1000025,1016691,keyword
1000025,1016865,keyword
1000025,1017795,keyword
1000025,1018884,keyword
1000025,1020136,keyword
1000025,1021375,keyword
1000025,1021454,keyword
1000025,1022816,keyword
1000025,1023146,keyword
1000025,1024109,keyword
1000025,1025441,keyword
1000025,1026900,keyword
1000025,1029112,keyword
1000025,1031581,keyword
1000025,1033033,keyword
1000025,1035588,keyword
1000025,1035589,keyword
1000025,1037151,keyword
1000025,1037153,keyword
1000025,1038482,keyword
1000025,1039479,keyword
1000026,1000016,keyword
1000026,1000034,keyword
1000026,1000035,keyword
1000026,1000275,keyword
1000026,1001090,keyword
1000026,1001580,keyword
1000026,1001652,keyword
1000026,1001653,keyword
1000026,1001654,keyword
1000026,1001655,keyword
1000026,1001656,keyword
1000026,1001657,keyword
1000026,1001725,keyword
1000026,1001930,keyword
1000026,1001973,keyword
1000026,1002341,keyword
1000026,1002389,keyword
1000026,1003608,keyword
1000026,1003794,keyword
1000026,1003910,keyword
1000026,1004145,keyword
1000026,1004235,keyword
1000026,1004557,keyword
1000026,1006409,keyword
1000026,1006776,keyword
1000026,1007259,keyword
1000026,1007633,keyword
1000026,1007948,keyword
1000026,1008150,keyword
1000026,1008789,keyword
1000026,1009184,keyword
1000026,1009326,keyword
1000026,1010921,keyword
1000026,1010922,keyword
1000026,1012124,keyword
1000026,1012126,keyword
1000026,1012151,keyword
1000026,1012174,keyword
1000026,1012811,keyword
1000026,1013055,keyword
1000026,1013781,keyword
1000026,1013926,keyword
1000026,1013938,keyword
1000026,1015232,keyword
1000026,1015638,keyword
1000026,1015671,keyword
1000026,1016455,keyword
1000026,1016456,keyword
1000026,1016624,keyword
1000026,1017387,keyword
1000026,1017613,keyword
1000026,1017792,keyword
1000026,1018718,keyword
1000026,1019935,keyword
1000026,1019957,keyword
1000026,1020077,keyword
1000026,1020453,keyword
1000026,1021219,keyword
1000026,1021295,keyword
1000026,1021304,keyword
1000026,1021375,keyword
1000026,1021756,keyword
1000026,1021757,keyword
1000026,1022415,keyword
1000026,1022431,keyword
1000026,1022790,keyword
1000026,1023146,keyword
1000026,1024109,keyword
1000026,1024624,keyword
1000026,1026167,keyword
1000026,1026231,keyword
1000026,1027968,keyword
1000026,1029098,keyword
1000026,1029112,keyword
1000026,1029815,keyword
1000026,1030542,keyword
1000026,1032555,keyword
1000026,1032966,keyword
1000026,1035023,keyword
1000026,1036134,keyword
1000026,1036936,keyword
1000026,1037596,keyword
1000026,1037598,keyword
1000026,1038174,keyword
1000026,1038762,keyword
1000026,1038782,keyword
1000026,1039209,keyword
1000026,1039403,keyword
1000027,1000016,keyword
1000027,1000018,keyword
1000027,1001054,keyword
1000027,1001930,keyword
1000027,1003794,keyword
1000028,1000016,keyword
1000028,1001054,keyword
1000028,1001930,keyword
1000028,1003794,keyword
1000028,1004557,keyword
1000028,1005083,keyword
1000028,1005499,keyword
1000028,1006393,keyword
1000028,1006603,keyword
1000028,1007822,keyword
1000028,1010820,keyword
1000028,1012951,keyword
1000028,1017608,keyword
1000028,1022091,keyword
1000029,1000016,keyword
1000029,1000697,keyword
1000029,1001054,keyword
1000029,1001930,keyword
1000029,1002125,keyword
1000029,1003794,keyword
1000029,1005083,keyword
1000029,1005381,keyword
1000029,1006054,keyword
1000029,1007206,keyword
1000029,1008562,keyword
1000029,1010820,keyword
1000029,1014799,keyword
1000029,1017608,keyword
1000030,1000024,keyword
1000030,1001976,keyword
1000030,1003383,keyword
1000030,1005502,keyword
1000030,1008982,keyword
1000030,1010804,keyword
1000030,1011087,keyword
1000030,1011314,keyword
1000030,1011564,keyword
1000030,1011664,keyword
1000030,1011686,keyword
1000030,1011701,keyword
1000030,1011913,keyword
1000030,1011914,keyword
1000030,1012020,keyword
1000030,1012027,keyword
1000030,1012036,keyword
1000030,1012062,keyword
1000030,1012067,keyword
1000030,1012093,keyword
1000030,1012959,keyword
1000030,1013007,keyword
1000030,1013329,keyword
1000030,1013330,keyword
1000030,1013539,keyword
1000030,1013586,keyword
1000030,1013588,keyword
1000030,1013607,keyword
1000030,1013673,keyword
1000030,1013680,keyword
1000030,1013720,keyword
1000030,1013787,keyword
1000030,1013800,keyword
1000030,1013832,keyword
1000030,1013857,keyword
1000030,1013871,keyword
1000030,1013890,keyword
1000030,1014065,keyword
1000030,1014166,keyword
1000030,1014538,keyword
1000030,1014552,keyword
1000030,1014620,keyword
1000030,1014679,keyword
1000030,1014681,keyword
1000030,1014687,keyword
1000030,1014689,keyword
1000030,1014858,keyword
1000030,1014860,keyword
1000030,1014861,keyword
1000030,1015681,keyword
1000030,1015682,keyword
1000030,1015691,keyword
1000030,1015879,keyword
1000030,1015904,keyword
1000030,1015939,keyword
1000030,1016059,keyword
1000030,1016721,keyword
1000030,1016735,keyword
1000030,1016785,keyword
1000030,1016870,keyword
1000030,1017724,keyword
1000030,1017751,keyword
1000030,1017768,keyword
1000030,1017881,keyword
1000030,1017939,keyword
1000030,1019965,keyword
1000030,1019995,keyword
1000030,1020027,keyword
1000030,1021571,keyword
1000030,1021769,keyword
1000030,1022088,keyword
1000030,1022759,keyword
1000030,1022760,keyword
1000030,1022805,keyword
1000030,1022815,keyword
1000030,1023062,keyword
1000030,1023225,keyword
1000030,1024641,keyword
1000030,1026395,keyword
1000030,1026818,keyword
1000030,1032132,keyword
1000030,1032135,keyword
1000030,1036494,keyword
1000030,1037452,keyword
1000030,1037678,keyword
1000031,1000025,keyword
1000031,1001276,keyword
1000031,1001339,keyword
1000031,1001610,keyword
1000031,1001995,keyword
1000031,1005459,keyword
1000031,1005942,keyword
1000031,1005947,keyword
1000031,1006117,keyword
1000031,1006597,keyword
1000031,1006599,keyword
1000031,1006630,keyword
1000031,1008923,keyword
1000031,1009164,keyword
1000031,1010593,keyword
1000031,1010804,keyword
1000031,1011081,keyword
1000031,1011664,keyword
1000031,1011701,keyword
1000031,1012020,keyword
1000031,1012048,keyword
1000031,1012093,keyword
1000031,1012145,keyword
1000031,1013673,keyword
1000031,1013680,keyword
1000031,1013720,keyword
1000031,1013832,keyword
1000031,1013874,keyword
1000031,1014264,keyword
1000031,1014538,keyword
1000031,1014552,keyword
1000031,1014687,keyword
1000031,1014689,keyword
1000031,1015008,keyword
1000031,1015935,keyword
1000031,1016034,keyword
1000031,1016038,keyword
1000031,1016153,keyword
1000031,1016721,keyword
1000031,1016727,keyword
1000031,1016801,keyword
1000031,1016802,keyword
1000031,1016906,keyword
1000031,1017310,keyword
1000031,1017661,keyword
1000031,1017667,keyword
1000031,1017751,keyword
1000031,1017768,keyword
1000031,1017788,keyword
1000031,1017872,keyword
1000031,1017881,keyword
1000031,1017930,keyword
1000031,1017939,keyword
1000031,1018223,keyword
1000031,1018613,keyword
1000031,1019228,keyword
1000031,1020027,keyword
1000031,1022783,keyword
1000031,1023145,keyword
1000031,1023679,keyword
1000031,1024641,keyword
1000031,1026694,keyword
1000031,1026818,keyword
1000031,1026911,keyword
1000031,1035311,keyword
1000031,1035312,keyword
1000031,1035781,keyword
1000031,1037491,keyword
1000031,1037595,keyword
1000031,1038164,keyword
1000032,1000025,keyword
1000032,1001276,keyword
1000032,1001339,keyword
1000032,1001610,keyword
1000032,1001995,keyword
1000032,1005459,keyword
1000032,1005942,keyword
1000032,1005947,keyword
1000032,1006117,keyword
1000032,1006597,keyword
1000032,1006599,keyword
1000032,1006630,keyword
1000032,1008923,keyword
1000032,1009164,keyword
1000032,1010593,keyword
1000032,1010804,keyword
1000032,1011081,keyword
1000032,1011664,keyword
1000032,1011701,keyword
1000032,1012020,keyword
1000032,1012048,keyword
1000032,1012093,keyword
1000032,1012145,keyword
1000032,1013673,keyword
1000032,1013680,keyword
1000032,1013720,keyword
1000032,1013832,keyword
1000032,1013874,keyword
1000032,1014264,keyword
1000032,1014538,keyword
1000032,1014552,keyword
1000032,1014687,keyword
1000032,1014689,keyword
1000032,1015008,keyword
1000032,1015558,keyword
1000032,1015691,keyword
1000032,1015904,keyword
1000032,1016034,keyword
1000032,1016038,keyword
1000032,1016721,keyword
1000032,1016735,keyword
1000032,1016801,keyword
1000032,1016802,keyword
1000032,1016979,keyword
1000032,1017155,keyword
1000032,1017661,keyword
1000032,1017667,keyword
1000032,1017704,keyword
1000032,1017751,keyword
1000032,1017788,keyword
1000032,1017872,keyword
1000032,1017930,keyword
1000032,1017939,keyword
1000032,1018223,keyword
1000032,1018436,keyword
1000032,1018613,keyword
1000032,1019013,keyword
1000032,1019553,keyword
1000032,1019965,keyword
1000032,1019995,keyword
1000032,1022607,keyword
1000032,1022815,keyword
1000032,1023288,keyword
1000032,1024641,keyword
1000032,1026694,keyword
1000032,1027191,keyword
1000032,1028346,keyword
1000032,1032736,keyword
1000032,1036032,keyword
1000032,1038506,keyword
1000032,1038932,keyword
1000033,1000025,keyword
1000033,1000221,keyword
1000033,1000377,keyword
1000033,1006196,keyword
1000033,1009164,keyword
1000033,1010240,keyword
1000033,1015868,keyword
1000034,1000034,keyword
1000034,1001264,keyword
1000034,1005685,keyword
1000034,1005686,keyword
1000034,1006606,keyword
1000034,1007259,keyword
1000034,1010574,keyword
1000034,1012811,keyword
1000034,1013851,keyword
1000034,1015638,keyword
1000034,1019957,keyword
1000034,1020453,keyword
1000034,1037598,keyword
1000035,1000040,keyword
1000035,1006150,keyword
1000035,1006430,keyword
1000035,1006658,keyword
1000035,1007602,keyword
1000035,1007707,keyword
1000036,1000040,keyword
1000036,1006150,keyword
1000036,1006430,keyword
1000036,1006658,keyword
1000036,1007602,keyword
1000036,1007707,keyword
1000037,1000041,keyword
1000037,1002867,keyword
1000038,1000044,keyword
1000038,1000306,keyword
1000038,1001360,keyword
1000038,1001513,keyword
1000038,1005775,keyword
1000038,1005776,keyword
1000038,1006073,keyword
1000038,1006140,keyword
1000038,1006158,keyword
1000038,1006254,keyword
1000038,1006426,keyword
1000038,1006670,keyword
1000038,1007603,keyword
1000038,1007768,keyword
1000038,1007769,keyword
1000038,1012147,keyword
1000038,1014368,keyword
1000038,1015813,keyword
1000038,1016701,keyword
1000038,1018390,keyword
1000038,1019841,keyword
1000038,1019845,keyword
1000039,1000044,keyword
1000039,1000306,keyword
1000039,1000866,keyword
1000039,1000906,keyword
1000039,1001513,keyword
1000039,1003277,keyword
1000039,1004345,keyword
1000039,1006426,keyword
1000039,1009017,keyword
1000039,1011563,keyword
1000039,1011564,keyword
1000039,1011686,keyword
1000039,1011913,keyword
1000039,1011914,keyword
1000039,1011951,keyword
1000039,1012046,keyword
1000039,1012147,keyword
1000039,1013433,keyword
1000039,1013566,keyword
1000039,1013787,keyword
1000039,1014368,keyword
1000039,1014609,keyword
1000039,1016363,keyword
1000039,1017314,keyword
1000039,1018390,keyword
1000039,1024061,keyword
1000039,1024062,keyword
1000039,1024063,keyword
1000039,1024064,keyword
1000039,1024066,keyword
1000039,1032248,keyword
1000039,1032799,keyword
1000039,1033480,keyword
1000039,1033906,keyword
1000039,1038299,keyword
1000040,1000045,keyword
1000040,1000393,keyword
1000040,1000598,keyword
1000040,1000723,keyword
1000040,1002418,keyword
1000040,1004890,keyword
1000040,1015081,keyword
1000040,1015292,keyword
1000040,1016239,keyword
1000040,1017734,keyword
1000040,1019001,keyword
1000040,1022154,keyword
1000041,1000045,keyword
1000041,1000195,keyword
1000041,1000252,keyword
1000041,1000256,keyword
1000041,1000258,keyword
1000041,1000260,keyword
1000041,1000262,keyword
1000041,1000264,keyword
1000041,1000266,keyword
1000041,1000294,keyword
1000041,1000295,keyword
1000041,1000334,keyword
1000041,1000335,keyword
1000041,1000385,keyword
1000041,1000387,keyword
1000041,1000388,keyword
1000041,1000390,keyword
1000041,1000392,keyword
1000041,1000393,keyword
1000041,1000395,keyword
1000041,1000439,keyword
1000041,1000465,keyword
1000041,1000517,keyword
1000041,1000554,keyword
1000041,1000555,keyword
1000041,1000598,keyword
1000041,1000700,keyword
1000041,1000713,keyword
1000041,1000723,keyword
1000041,1000846,keyword
1000041,1000926,keyword
1000041,1000954,keyword
1000041,1000980,keyword
1000041,1000981,keyword
1000041,1000986,keyword
1000041,1001140,keyword
1000041,1001150,keyword
1000041,1001155,keyword
1000041,1001203,keyword
1000041,1001290,keyword
1000041,1001302,keyword
1000041,1001303,keyword
1000041,1001304,keyword
1000041,1001305,keyword
1000041,1001306,keyword
1000041,1001311,keyword
1000041,1001538,keyword
1000041,1001611,keyword
1000041,1001684,keyword
1000041,1001704,keyword
1000041,1001748,keyword
1000041,1001750,keyword
1000041,1001890,keyword
1000041,1001993,keyword
1000041,1002010,keyword
1000041,1002023,keyword
1000041,1002077,keyword
1000041,1002141,keyword
1000041,1002145,keyword
1000041,1002186,keyword
1000041,1002213,keyword
1000041,1002232,keyword
1000041,1002274,keyword
1000041,1002370,keyword
1000041,1002418,keyword
1000041,1002518,keyword
1000041,1002617,keyword
1000041,1002733,keyword
1000041,1002803,keyword
1000041,1002839,keyword
1000041,1002840,keyword
1000041,1002853,keyword
1000041,1002981,keyword
1000041,1003029,keyword
1000041,1003058,keyword
1000041,1003179,keyword
1000041,1003194,keyword
1000041,1003440,keyword
1000041,1003443,keyword
1000041,1003764,keyword
1000041,1003952,keyword
1000041,1003958,keyword
1000041,1003978,keyword
1000041,1003995,keyword
1000041,1004014,keyword
1000041,1004059,keyword
1000041,1004074,keyword
1000041,1004636,keyword
1000041,1004717,keyword
1000041,1004736,keyword
1000041,1004757,keyword
1000041,1004771,keyword
1000041,1005444,keyword
1000041,1005465,keyword
1000041,1005472,keyword
1000041,1005503,keyword
1000041,1005513,keyword
1000041,1005541,keyword
1000041,1005552,keyword
1000041,1005555,keyword
1000041,1005630,keyword
1000041,1005986,keyword
1000041,1006154,keyword
1000041,1006249,keyword
1000041,1006291,keyword
1000041,1006293,keyword
1000041,1006472,keyword
1000041,1006477,keyword
1000041,1006506,keyword
1000041,1006632,keyword
1000041,1006635,keyword
1000041,1006736,keyword
1000041,1007012,keyword
1000041,1007105,keyword
1000041,1007222,keyword
1000041,1008468,keyword
1000041,1008494,keyword
1000041,1008520,keyword
1000041,1008561,keyword
1000041,1008581,keyword
1000041,1008812,keyword
1000041,1008931,keyword
1000041,1008949,keyword
1000041,1008951,keyword
1000041,1008952,keyword
1000041,1008953,keyword
1000041,1009198,keyword
1000041,1009476,keyword
1000041,1009479,keyword
1000041,1009638,keyword
1000041,1009903,keyword
1000041,1010815,keyword
1000041,1010837,keyword
1000041,1010838,keyword
1000041,1010850,keyword
1000041,1011333,keyword
1000041,1011407,keyword
1000041,1011466,keyword
1000041,1011677,keyword
1000041,1011702,keyword
1000041,1012056,keyword
1000041,1012990,keyword
1000041,1013538,keyword
1000041,1013615,keyword
1000041,1013833,keyword
1000041,1014397,keyword
1000041,1014521,keyword
1000041,1019701,keyword
1000041,1020351,keyword
1000041,1021426,keyword
1000041,1027266,keyword
1000041,1028588,keyword
1000041,1028633,keyword
1000041,1029586,keyword
1000041,1033897,keyword
1000042,1000045,keyword
1000042,1000195,keyword
1000042,1000252,keyword
1000042,1000256,keyword
1000042,1000258,keyword
1000042,1000260,keyword
1000042,1000262,keyword
1000042,1000264,keyword
1000042,1000266,keyword
1000042,1000294,keyword
1000042,1000295,keyword
1000042,1000334,keyword
1000042,1000335,keyword
1000042,1000385,keyword
1000042,1000387,keyword
1000042,1000388,keyword
1000042,1000390,keyword
1000042,1000392,keyword
1000042,1000393,keyword
1000042,1000395,keyword
1000042,1000439,keyword
1000042,1000465,keyword
1000042,1000517,keyword
1000042,1000554,keyword
1000042,1000555,keyword
1000042,1000598,keyword
1000042,1000700,keyword
1000042,1000713,keyword
1000042,1000723,keyword
1000042,1000846,keyword
1000042,1000926,keyword
1000042,1000954,keyword
1000042,1000980,keyword
1000042,1000981,keyword
1000042,1000986,keyword
1000042,1001140,keyword
1000042,1001150,keyword
1000042,1001155,keyword
1000042,1001203,keyword
1000042,1001290,keyword
1000042,1001302,keyword
1000042,1001303,keyword
1000042,1001304,keyword
1000042,1001305,keyword
1000042,1001306,keyword
1000042,1001311,keyword
1000042,1001538,keyword
1000042,1001611,keyword
1000042,1001684,keyword
1000042,1001704,keyword
1000042,1001748,keyword
1000042,1001750,keyword
1000042,1001890,keyword
1000042,1001993,keyword
1000042,1002010,keyword
1000042,1002023,keyword
1000042,1002077,keyword
1000042,1002141,keyword
1000042,1002145,keyword
1000042,1002186,keyword
1000042,1002213,keyword
1000042,1002232,keyword
1000042,1002274,keyword
1000042,1002370,keyword
1000042,1002418,keyword
1000042,1002518,keyword
1000042,1002617,keyword
1000042,1002733,keyword
1000042,1002803,keyword
1000042,1002839,keyword
1000042,1002840,keyword
