art_id
1064807
1016040
1035169
1001469
1056951
1056952
1056953
1056954
1056955
1056956
1056957
1056958
1056959
1056960
1056961
1056962
1056963
1056964
1056965
1056966
1056967
1056968
1056969
1056970
1056971
1056972
1056973
1056974
1056975
1056976
1056977
1056978
1056979
1056980
1056981
1056982
1056983
1056984
1056985
1056986
1056987
1056988
1125747
1125748
1125749
1125750
1125751
1125752
1125753
1125754
1125755
1147682
1167262
1195969
1195970
1195971
1221085
1221086
1221087
1221088
1234562
1247791
1258821
1303032
1306661
1310027
1316054
1331643
1331644
1331645
1331646
1331647
1331648
1331649
1331650
1331651
1331652
1331653
1331654
1331655
1331656
1331657
1331658
1331659
1331664
1178258
1178259
1178260
1178261
1178262
1178263
1178264
1228291
1228292
1228293
1228294
1228295
1228296
1228297
1228298
1228299
1228300
1228301
1228302
1228303
1228307
1228308
1228309
1331549
1331550
1331551
1331552
1331553
1331554
1331555
1331556
1331557
1331558
1331559
1331560
1331561
1331562
1331563
1331564
1331565
1331566
1331567
1331568
1331569
1331570
1331571
1331572
1331573
1331574
1331575
1331576
1331577
1331578
1331579
1331580
1331581
1331582
1331583
1331584
1331585
1331586
1331587
1331588
1331589
1331590
1331591
1331592
1331593
1331594
1331595
1331596
1331597
1331598
1331599
1331600
1331601
1331602
1331603
1331604
1331605
1331606
1331607
1331608
1331609
1331610
1331611
1331612
1331613
1331614
1331615
1331616
1331617
1331618
1331619
1331620
1331621
1331622
1331623
1331624
1331625
1331626
1331627
1331628
1331629
1331630
1331631
1331632
1331633
1331634
1331635
1039626
1153777
1153778
1153779
1154054
1154055
1154056
1154057
1154058
1154059
1154060
1154061
1154062
1154063
1154064
1154065
1154066
1154067
1154068
1154069
1154070
1154071
1154072
1154073
1154074
1154075
1154076
1154077
1154078
1154079
1154080
1154081
1030474
1114453
1114454
1114455
1114456
1114457
1114458
1114459
1114460
1114461
1114462
1114463
1114464
1114465
1114466
1114467
1114468
1114469
1114470
1114471
1114472
1114473
1114474
1114475
1114476
1114477
1114478
1114479
1114480
1114481
1114482
1114483
1114484
1114485
1114486
1114487
1114488
1114489
1114490
1114491
1114492
1114493
1114494
1114495
1114496
1114497
1114498
1114499
1114500
1114501
1114502
1114503
1114504
1114505
1114506
1114507
1114508
1114509
1114510
1114511
1114512
1114513
1114514
1114515
1114516
1114517
1114518
1114519
1114520
1114521
1114522
1114523
1114524
1114525
1114526
1114527
1114528
1114529
1114530
1114531
1114532
1114533
1114534
1114535
1114536
1114537
1114538
1114539
1114540
1114541
1114542
1114543
1114544
1114545
1114546
1114547
1114548
1114549
1114550
1114551
1114552
1114553
1114554
1114555
1114556
1114557
1114558
1114559
1114560
1114561
1114562
1114563
1114564
1114565
1114566
1114567
1114568
1114569
1114570
1114571
1114572
1114573
1114574
1114575
1114576
1114577
1114578
1114579
1114580
1114581
1114582
1114583
1114584
1114585
1114587
1114588
1114589
1114590
1114591
1114592
1114593
1114594
1114595
1114596
1114597
1114598
1114599
1114600
1114601
1114602
1114603
1114604
1114605
1114606
1114607
1114608
1114609
1114610
1114611
1114612
1114613
1114614
1114615
1114616
1114617
1114618
1114619
1114620
1114621
1114622
1114623
1114624
1114625
1114626
1114627
1114628
1114629
1114630
1114631
1114632
1114633
1114634
1114635
1114643
1114644
1114645
1114646
1114647
1114648
1114649
1114650
1114651
1114652
1114653
1114654
1114655
1114656
1114657
1114658
1114659
1114660
1114661
1114662
1114663
1114664
1114665
1114666
1114667
1114668
1114669
1114670
1114671
1114672
1114673
1114674
1114675
1114676
1114677
1114678
1114679
1114680
1114681
1114682
1114683
1114684
1114685
1114686
1114687
1114688
1114689
1114690
1114691
1114692
1114693
1114694
1114695
1114696
1114697
1114698
1114699
1114700
1114701
1114702
1114703
1114704
1114705
1114706
1114707
1114708
1114709
1114710
1114711
1114712
1114713
1114714
1114715
1114716
1114717
1114718
1114719
1114720
1114721
1114722
1114723
1114724
1114725
1114726
1114727
1114728
1114729
1114730
1114731
1114732
1114733
1114734
1114735
1114736
1114737
1114738
1114739
1114740
1114741
1114742
1114743
1114744
1114745
1114746
1114747
1114748
1114749
1114750
1114751
1114752
1114753
1114754
1114755
1114756
1114757
1114758
1114759
1114760
1114761
1114762
1114763
1114764
1114765
1114767
1114768
1114769
1114770
1114771
1114772
1114773
1074177
1074181
1074182
1074183
1074184
1074185
1074186
1074187
1074188
1074189
1074190
1074191
1074192
1074193
1074194
1074195
1074196
1074197
1074198
1074199
1074200
1074201
1074202
1074203
1074204
1074205
1074206
1074207
1074208
1074209
1074210
1074211
1074212
1074213
1074214
1074215
1074216
1074217
1074218
1074219
1074220
1074221
1074222
1074223
1074224
1074225
1074226
1074227
1074228
1074229
1074230
1074231
1074232
1074233
1074234
1074235
1074236
1074237
1074238
1053002
1052664
1052926
1000532
1115669
1115670
1115671
1115672
1115673
1115674
1115675
1115676
1115677
1115678
1115679
1115680
1115681
1115682
1115683
1115684
1115685
1115686
1115687
1115688
1115689
1115690
1115691
1115692
1115693
1115694
1115695
1115696
1115697
1115698
1115699
1115700
1115701
1115702
1115703
1115704
1115705
1115706
1115707
1115708
1115709
1115710
1115711
1115712
1115713
1115714
1115715
1115716
1115717
1115718
1115719
1115720
1115721
1115722
1115723
1115724
1115725
1115726
1115727
1115728
1115729
1115730
1115731
1115732
1115733
1115734
1115735
1115736
1115737
1115738
1115739
1115740
1115741
1115742
1115743
1115744
1115745
1115746
1115747
1115748
1115749
1115751
1115767
1129066
1177241
1228555
1000965
1001109
1005394
1005397
1006441
1007134
1007135
1007136
1007137
1007138
1007139
1007140
1007141
1007142
1007143
1007144
1007145
1007146
1007147
1007148
1007149
1007150
1007151
1007152
1007153
1007154
1007155
1007156
1007157
1007158
1007159
1007160
1007161
1007162
1007163
1007164
1007165
1007644
1008656
1008657
1008658
1008659
1008660
1008661
1008662
1008663
1008664
1008665
1008666
1008667
1008668
1008669
1008670
1008671
1008672
1008673
1254004
1254005
1254006
1254007
1254008
1254009
1254010
1254011
1254012
1254013
1254014
1254015
1254016
1254017
1254018
1254019
1254020
1254021
1254022
1254023
1254024
1254025
1254026
1254027
1254028
1254029
1254030
1254031
1254032
1254033
1254034
1254035
1254036
1254037
1254038
1254039
1254040
1254041
1254042
1254043
1254656
1254947
1008692
1008693
1008694
1008695
1008696
1008697
1008698
1008699
1008700
1008701
1008702
1008703
1008704
1008705
1089544
1165732
1165733
1165734
1165735
1165736
1165737
1165738
1165739
1165740
1165741
1165742
1165743
1165744
1165745
1165746
1165747
1165748
1165749
1165750
1165751
1165752
1165753
1165754
1165755
1165756
1165757
1165758
1165759
1165760
1165761
1165762
1165763
1165764
1165765
1165766
1165767
1165768
1165769
1165770
1165771
1165772
1165773
1212246
1212247
1212248
1212249
1212250
1212251
1212252
1212253
1212254
1212255
1212256
1212257
1212258
1260205
1260214
1260215
1260216
1249131
1249132
1249133
1249134
1249135
1249136
1249137
1249138
1249139
1249140
1249141
1249142
1249143
1249158
1249159
1249160
1249161
1249162
1249163
1249164
1249165
1249166
1249167
1249168
1249169
1249170
1249171
1249172
1249173
1249175
1249176
1249177
1249178
1249179
1249193
1249194
1249195
1249196
1249197
1249198
1249199
1249200
1249201
1249202
1249203
1249204
1249205
1249206
1249207
1249208
1249209
1249210
1249211
1249212
1249213
1249214
1249215
1249216
1249217
1249218
1249219
1249220
1249221
1249222
1249223
1249224
1249233
1249234
1249235
1249236
1249240
1249241
1249246
1249247
1249248
1249249
1249250
1249253
1249254
1249255
1249256
1249257
1249258
1249259
1249260
1249261
1249262
1249263
1249265
1249287
1249288
1249289
1249291
1249293
1249295
1249297
1249298
1249299
1249300
1249301
1249302
1249303
1249304
1249305
1249306
1249307
1249308
1249309
1249310
1249311
1249312
1249313
1249314
1249316
1249317
1249318
1249319
1249320
1249321
1249322
1249323
1249324
1249325
1249326
1249327
1249328
1249329
1249330
1249331
1249332
1249333
1249334
1249335
1249336
1249337
1249338
1249339
1249340
1249341
1249342
1249343
1249344
1249345
1249346
1249347
1249348
1249349
1249350
1249351
1249352
1249353
1249354
1249355
1249356
1249357
1249358
1249359
1249360
1249361
1249362
1249363
1249364
1249365
1249366
1249367
1249368
1249369
1249370
1249371
1249372
1249373
1249374
1249375
1249376
1249377
1249378
1249379
1249380
1249381
1249382
1249383
1249384
1249385
1249386
1249387
1249388
1249389
1249390
1249391
1249392
1249393
1249394
1249395
1249396
1249397
1249398
1249399
1249400
1249401
1249402
1249403
1249404
1249405
1249406
1249407
1249408
1249409
1249410
1249411
1249412
1249413
1249414
1249415
1249416
1249418
1249419
1249420
1249421
1249422
1249423
1249424
1249425
1249426
1249427
1249428
1249429
1249430
1249431
1249432
1249433
1249434
1249435
1249436
1249437
1249438
1249439
1249440
1249441
1249442
1249443
1249444
1249445
1249446
1249447
1249448
1249449
1249450
1249451
1249452
1249453
1249454
1249455
1249456
1249457
1249458
1249459
1249460
1249461
1249462
1249463
1249464
1249465
1249466
1249467
1249468
1249469
1249470
1249471
1249472
1249473
1249474
1249475
1249476
1249477
1249478
1249479
1249480
1249481
1249482
1249483
1249484
1249485
1249486
1249487
1249488
1249489
1249490
1249491
1249492
1249493
1249494
1249495
1249496
1249497
1249498
1249499
1249500
1249501
1249502
1249503
1249504
1249505
1249506
1249507
1249508
1249509
1249510
1249511
1249512
1249513
1249514
1249515
1249516
1249517
1249518
1249519
1249520
1249521
1249522
1249523
1249524
1249525
1249526
1249527
1249528
1249529
1249530
1249531
1249532
1249533
1249534
1249535
1249536
1249537
1249538
1249539
1249540
1249541
