id,date,year,month,day
874,1998-01-23,1998,1,23
875,1998-03-03,1998,3,3
876,1998-03-03,1998,3,3
877,1998-04-15,1998,4,15
878,1998-12-07,1998,12,7
879,1999-04-13,1999,4,13
880,2000-06-08,2000,6,8
881,2000-10-27,2000,10,27
882,2000-09-29,2000,9,29
883,2004-01-30,2004,1,30
884,2005-02-24,2005,2,24
885,2006-03-29,2006,3,29
886,2008-02-15,2008,2,15
887,2009-06-05,2009,6,5
888,2010-12-10,2010,12,10
889,2010-12-10,2010,12,10
890,1994-02-14,1994,2,14
891,1988-12-21,1988,12,21
892,1990-03-07,1990,3,7
893,1992-09-22,1992,9,22
894,1992-10-28,1992,10,28
895,1990-03-29,1990,3,29
896,1989-05-03,1989,5,3
897,1998-12-07,1998,12,7
898,1982-10-12,1982,10,12
899,2001-05-18,2001,5,18
900,2002-02-12,2002,2,12
901,1997-06-12,1997,6,12
902,1998-09-03,1998,9,3
903,1994-06-06,1994,6,6
904,2003-12-19,2003,12,19
905,2003-12-19,2003,12,19
906,2004-01-30,2004,1,30
907,2004-08-27,2004,8,27
908,2004-08-27,2004,8,27
909,2000-12-15,2000,12,15
910,2005-02-24,2005,2,24
911,2006-05-12,2006,5,12
912,2007-10-05,2007,10,5
913,2008-10-10,2008,10,10
914,2009-06-05,2009,6,5
915,2014-01-31,2014,1,31
916,2014-02-21,2014,2,21
917,2014-02-21,2014,2,21
918,2014-02-21,2014,2,21
919,2014-02-21,2014,2,21
920,2019-05-03,2019,5,3
921,2020-03-27,2020,3,27
922,2020-07-17,2020,7,17
923,2020-11-27,2020,11,27
924,2023-04-21,2023,4,21
925,1991-07-17,1991,7,17
926,1991-07-17,1991,7,17
927,1993-12-15,1993,12,15
928,1993-12-01,1993,12,1
929,1991-10-23,1991,10,23
930,1970-10-17,1970,10,17
931,2006-10-24,2006,10,24
932,2006-11-29,2006,11,29
933,2007-09-17,2007,9,17
934,2009-03-18,2009,3,18
935,2010-02-05,2010,2,5
936,2012-07-20,2012,7,20
937,1991-07-17,1991,7,17
938,1994-04-20,1994,4,20
939,1990-06-27,1990,6,27
940,1990-07-31,1990,7,31
941,1994-05-18,1994,5,18
942,1990-09-26,1990,9,26
943,1990-07-31,1990,7,31
944,1990-07-31,1990,7,31
945,1989-06-14,1989,6,14
946,1982-07-20,1982,7,20
947,1993-12-22,1993,12,22
948,1981-05-19,1981,5,19
949,1993-12-08,1993,12,8
950,1977-04-15,1977,4,15
951,1991-03-27,1991,3,27
952,1991-03-27,1991,3,27
953,1993-04-28,1993,4,28
954,1991-06-12,1991,6,12
955,1991-07-17,1991,7,17
956,1993-12-15,1993,12,15
957,1990-07-31,1990,7,31
958,1994-07-13,1994,7,13
959,1992-04-09,1992,4,9
960,1975-10-09,1975,10,9
961,1978-11-09,1978,11,9
962,1993-12-15,1993,12,15
963,1992-06-25,1992,6,25
964,1993-09-15,1993,9,15
965,1993-12-01,1993,12,1
966,1992-04-29,1992,4,29
967,1993-07-07,1993,7,7
968,1993-07-22,1993,7,22
969,1993-07-22,1993,7,22
970,1993-07-22,1993,7,22
971,1993-07-22,1993,7,22
972,1990-04-26,1990,4,26
973,1993-03-24,1993,3,24
974,1993-05-05,1993,5,5
975,1992-02-27,1992,2,27
976,1993-02-16,1993,2,16
977,1982-07-20,1982,7,20
978,1982-07-20,1982,7,20
979,1982-07-20,1982,7,20
980,1982-12-30,1982,12,30
981,1984-03-31,1984,3,31
982,1991-10-16,1991,10,16
983,1976-12-24,1976,12,24
984,1994-12-21,1994,12,21
985,1994-11-09,1994,11,9
986,1992-09-09,1992,9,9
987,1989-06-05,1989,6,5
988,1990-12-19,1990,12,19
989,1979-07-27,1979,7,27
990,1994-12-21,1994,12,21
991,1991-05-22,1991,5,22
992,1994-12-21,1994,12,21
993,1991-12-19,1991,12,19
994,1994-12-14,1994,12,14
995,1991-12-04,1991,12,4
996,1991-11-13,1991,11,13
997,1994-12-21,1994,12,21
998,1995-02-08,1995,2,8
999,1976-07-08,1976,7,8
1000,1989-06-05,1989,6,5
1001,1991-10-23,1991,10,23
1002,1991-04-17,1991,4,17
1003,1991-05-22,1991,5,22
1004,1991-06-19,1991,6,19
1005,1991-04-17,1991,4,17
1006,1995-04-05,1995,4,5
1007,1981-12-16,1981,12,16
1008,1995-01-25,1995,1,25
1009,1977-03-31,1977,3,31
1010,1983-09-13,1983,9,13
1011,1990-07-31,1990,7,31
1012,1990-12-19,1990,12,19
1013,1990-11-07,1990,11,7
1014,1964-06-22,1964,6,22
1015,1986-10-24,1986,10,24
1016,1995-04-19,1995,4,19
1017,1995-05-03,1995,5,3
1018,1995-05-03,1995,5,3
1019,1995-06-12,1995,6,12
1020,1995-06-12,1995,6,12
1021,1978-11-09,1978,11,9
1022,1995-05-10,1995,5,10
1023,1995-07-28,1995,7,28
1024,1996-04-16,1996,4,16
1025,1985-08-29,1985,8,29
1026,1980-08-08,1980,8,8
1027,1996-07-09,1996,7,9
1028,1996-07-08,1996,7,8
1029,1997-06-10,1997,6,10
1030,1997-06-17,1997,6,17
1031,1997-06-03,1997,6,3
1032,1997-07-15,1997,7,15
1033,1997-06-17,1997,6,17
1034,1997-06-24,1997,6,24
1035,1997-06-17,1997,6,17
1036,1997-06-17,1997,6,17
1037,1997-07-23,1997,7,23
1038,1997-12-16,1997,12,16
1039,1998-04-28,1998,4,28
1040,1998-06-30,1998,6,30
1041,1998-07-14,1998,7,14
1042,1998-07-14,1998,7,14
1043,1998-09-22,1998,9,22
1044,1998-07-14,1998,7,14
1045,1998-12-01,1998,12,1
1046,1999-03-09,1999,3,9
1047,1999-03-09,1999,3,9
1048,1999-05-18,1999,5,18
1049,1999-05-11,1999,5,11
1050,1999-09-14,1999,9,14
1051,2000-02-11,2000,2,11
1052,2001-07-13,2001,7,13
1053,1981-08-24,1981,8,24
1054,1985-08-01,1985,8,1
1055,2001-05-04,2001,5,4
1056,2001-01-26,2001,1,26
1057,2002-01-11,2002,1,11
1058,2002-01-11,2002,1,11
1059,2002-01-11,2002,1,11
1060,2002-01-11,2002,1,11
1061,2002-01-11,2002,1,11
1062,2002-01-11,2002,1,11
1063,2002-02-22,2002,2,22
1064,1982-07-20,1982,7,20
1065,1982-12-30,1982,12,30
1066,2002-05-24,2002,5,24
1067,2002-10-25,2002,10,25
1068,2003-02-21,2003,2,21
1069,2003-01-24,2003,1,24
1070,2003-01-31,2003,1,31
1071,2003-02-21,2003,2,21
1072,2003-02-14,2003,2,14
1073,1976-07-08,1976,7,8
1074,2003-02-21,2003,2,21
1075,2003-09-12,2003,9,12
1076,2003-09-12,2003,9,12
1077,2003-11-21,2003,11,21
1078,2004-03-05,2004,3,5
1079,2004-06-25,2004,6,25
1080,2004-10-29,2004,10,29
1081,2005-04-15,2005,4,15
1082,1979-01-14,1979,1,14
1083,2006-04-24,2006,4,24
1084,2010-10-01,2010,10,1
1085,2011-05-27,2011,5,27
1086,2012-03-02,2012,3,2
1087,2016-08-30,2016,8,30
1088,2017-07-07,2017,7,7
1089,2017-09-08,2017,9,8
1090,2018-06-08,2018,6,8
1091,2020-11-13,2020,11,13
1092,1991-07-17,1991,7,17
1093,1994-04-20,1994,4,20
1094,1990-06-27,1990,6,27
1095,1990-07-31,1990,7,31
1096,1994-05-18,1994,5,18
1097,1990-09-26,1990,9,26
1098,1990-07-31,1990,7,31
1099,1990-07-31,1990,7,31
1100,1989-06-14,1989,6,14
1101,1982-07-20,1982,7,20
1102,1993-12-22,1993,12,22
1103,1981-05-19,1981,5,19
1104,1993-12-08,1993,12,8
1105,1977-04-15,1977,4,15
1106,1991-03-27,1991,3,27
1107,1991-03-27,1991,3,27
1108,1993-04-28,1993,4,28
1109,1991-06-12,1991,6,12
1110,1991-07-17,1991,7,17
1111,1993-12-15,1993,12,15
1112,1990-07-31,1990,7,31
1113,1994-07-13,1994,7,13
1114,1992-04-09,1992,4,9
1115,1975-10-09,1975,10,9
1116,1978-11-09,1978,11,9
1117,1993-12-15,1993,12,15
1118,1992-06-25,1992,6,25
1119,1993-09-15,1993,9,15
1120,1993-12-01,1993,12,1
1121,1992-04-29,1992,4,29
1122,1993-07-07,1993,7,7
1123,1993-07-22,1993,7,22
1124,1993-07-22,1993,7,22
1125,1993-07-22,1993,7,22
1126,1993-07-22,1993,7,22
1127,1990-04-26,1990,4,26
1128,1993-03-24,1993,3,24
1129,1993-05-05,1993,5,5
1130,1992-02-27,1992,2,27
1131,1993-02-16,1993,2,16
1132,1982-07-20,1982,7,20
1133,1982-07-20,1982,7,20
1134,1982-07-20,1982,7,20
1135,1982-12-30,1982,12,30
1136,1984-03-31,1984,3,31
1137,1991-10-16,1991,10,16
1138,1976-12-24,1976,12,24
1139,1994-12-21,1994,12,21
1140,1994-11-09,1994,11,9
1141,1992-09-09,1992,9,9
1142,1989-06-05,1989,6,5
1143,1990-12-19,1990,12,19
1144,1979-07-27,1979,7,27
1145,1994-12-21,1994,12,21
1146,1991-05-22,1991,5,22
1147,1994-12-21,1994,12,21
1148,1991-12-19,1991,12,19
1149,1994-12-14,1994,12,14
1150,1991-12-04,1991,12,4
1151,1991-11-13,1991,11,13
1152,1994-12-21,1994,12,21
1153,1995-02-08,1995,2,8
1154,1976-07-08,1976,7,8
1155,1989-06-05,1989,6,5
1156,1991-10-23,1991,10,23
1157,1991-04-17,1991,4,17
1158,1991-05-22,1991,5,22
1159,1991-06-19,1991,6,19
1160,1991-04-17,1991,4,17
1161,1995-04-05,1995,4,5
1162,1981-12-16,1981,12,16
1163,1995-01-25,1995,1,25
1164,1977-03-31,1977,3,31
1165,1983-09-13,1983,9,13
1166,1990-07-31,1990,7,31
1167,1990-12-19,1990,12,19
1168,1990-11-07,1990,11,7
1169,1986-10-24,1986,10,24
1170,1995-04-19,1995,4,19
1171,1995-05-03,1995,5,3
1172,1995-05-03,1995,5,3
1173,1995-06-12,1995,6,12
1174,1995-06-12,1995,6,12
1175,1978-11-09,1978,11,9
1176,1995-05-10,1995,5,10
1177,1995-07-28,1995,7,28
1178,1996-04-16,1996,4,16
1179,1985-08-29,1985,8,29
1180,1980-08-08,1980,8,8
1181,1996-07-09,1996,7,9
1182,1996-07-08,1996,7,8
1183,1997-06-10,1997,6,10
1184,1997-06-17,1997,6,17
1185,1997-06-03,1997,6,3
1186,1997-07-15,1997,7,15
1187,1997-06-17,1997,6,17
1188,1997-06-24,1997,6,24
1189,1997-06-17,1997,6,17
1190,1997-06-17,1997,6,17
1191,1997-07-23,1997,7,23
1192,1997-12-16,1997,12,16
1193,1998-04-28,1998,4,28
1194,1998-06-30,1998,6,30
1195,1998-07-14,1998,7,14
1196,1998-07-14,1998,7,14
1197,1998-09-22,1998,9,22
1198,1998-07-14,1998,7,14
1199,1998-12-01,1998,12,1
1200,1999-03-09,1999,3,9
1201,1999-03-09,1999,3,9
1202,1999-05-18,1999,5,18
1203,1999-05-11,1999,5,11
1204,1999-09-14,1999,9,14
1205,2000-02-11,2000,2,11
1206,2001-07-13,2001,7,13
1207,1981-08-24,1981,8,24
1208,1985-08-01,1985,8,1
1209,2001-05-04,2001,5,4
1210,2001-01-26,2001,1,26
1211,2002-01-11,2002,1,11
1212,2002-01-11,2002,1,11
1213,2002-01-11,2002,1,11
1214,2002-01-11,2002,1,11
1215,2002-01-11,2002,1,11
1216,2002-01-11,2002,1,11
1217,2002-02-22,2002,2,22
1218,1982-07-20,1982,7,20
1219,1982-12-30,1982,12,30
1220,2002-05-24,2002,5,24
1221,2002-10-25,2002,10,25
1222,2003-02-21,2003,2,21
1223,2003-01-24,2003,1,24
1224,2003-01-31,2003,1,31
1225,2003-02-21,2003,2,21
1226,2003-02-14,2003,2,14
1227,1976-07-08,1976,7,8
1228,2003-02-21,2003,2,21
1229,2003-09-12,2003,9,12
1230,2003-09-12,2003,9,12
1231,2003-11-21,2003,11,21
1232,2004-03-05,2004,3,5
1233,2004-06-25,2004,6,25
1234,2004-10-29,2004,10,29
1235,2005-04-15,2005,4,15
1236,1979-01-14,1979,1,14
1237,2006-04-24,2006,4,24
1238,2015-06-12,2015,6,12
1239,1991-07-17,1991,7,17
1240,1994-04-20,1994,4,20
1241,1990-06-27,1990,6,27
1242,1990-07-31,1990,7,31
1243,1994-05-18,1994,5,18
1244,1990-09-26,1990,9,26
1245,1990-07-31,1990,7,31
1246,1990-07-31,1990,7,31
1247,1989-06-14,1989,6,14
1248,1982-07-20,1982,7,20
1249,1993-12-22,1993,12,22
1250,1981-05-19,1981,5,19
1251,1993-12-08,1993,12,8
1252,1977-04-15,1977,4,15
1253,1991-03-27,1991,3,27
1254,1991-03-27,1991,3,27
1255,1993-04-28,1993,4,28
1256,1991-06-12,1991,6,12
1257,1991-07-17,1991,7,17
1258,1993-12-15,1993,12,15
1259,1990-07-31,1990,7,31
1260,1994-07-13,1994,7,13
1261,1992-04-09,1992,4,9
1262,1975-10-09,1975,10,9
1263,1978-11-09,1978,11,9
1264,1993-12-15,1993,12,15
1265,1992-06-25,1992,6,25
1266,1993-09-15,1993,9,15
1267,1993-12-01,1993,12,1
1268,1992-04-29,1992,4,29
1269,1993-07-07,1993,7,7
1270,1993-07-22,1993,7,22
1271,1993-07-22,1993,7,22
1272,1993-07-22,1993,7,22
1273,1993-07-22,1993,7,22
1274,1990-04-26,1990,4,26
1275,1993-03-24,1993,3,24
1276,1993-05-05,1993,5,5
1277,1992-02-27,1992,2,27
1278,1993-02-16,1993,2,16
1279,1982-07-20,1982,7,20
1280,1982-07-20,1982,7,20
1281,1982-07-20,1982,7,20
1282,1982-12-30,1982,12,30
1283,1984-03-31,1984,3,31
1284,1991-10-16,1991,10,16
1285,1976-12-24,1976,12,24
1286,1994-12-21,1994,12,21
1287,1994-11-09,1994,11,9
1288,1992-09-09,1992,9,9
1289,1989-06-05,1989,6,5
1290,1990-12-19,1990,12,19
1291,1979-07-27,1979,7,27
1292,1994-12-21,1994,12,21
1293,1991-05-22,1991,5,22
1294,1994-12-21,1994,12,21
1295,1991-12-19,1991,12,19
1296,1994-12-14,1994,12,14
1297,1991-12-04,1991,12,4
1298,1991-11-13,1991,11,13
1299,1994-12-21,1994,12,21
1300,1995-02-08,1995,2,8
1301,1976-07-08,1976,7,8
1302,1989-06-05,1989,6,5
1303,1991-10-23,1991,10,23
1304,1991-04-17,1991,4,17
1305,1991-05-22,1991,5,22
1306,1991-06-19,1991,6,19
1307,1991-04-17,1991,4,17
1308,1995-04-05,1995,4,5
1309,1981-12-16,1981,12,16
1310,1995-01-25,1995,1,25
1311,1977-03-31,1977,3,31
1312,1983-09-13,1983,9,13
1313,1990-07-31,1990,7,31
1314,1990-12-19,1990,12,19
1315,1990-11-07,1990,11,7
1316,1986-10-24,1986,10,24
1317,1995-04-19,1995,4,19
1318,1995-05-03,1995,5,3
1319,1995-05-03,1995,5,3
1320,1995-06-12,1995,6,12
1321,1995-06-12,1995,6,12
1322,1978-11-09,1978,11,9
1323,1995-05-10,1995,5,10
1324,1995-07-28,1995,7,28
1325,1996-04-16,1996,4,16
1326,1985-08-29,1985,8,29
1327,1980-08-08,1980,8,8
1328,1996-07-09,1996,7,9
1329,1996-07-08,1996,7,8
1330,1997-06-10,1997,6,10
1331,1997-06-17,1997,6,17
1332,1997-06-03,1997,6,3
1333,1997-07-15,1997,7,15
1334,1997-06-17,1997,6,17
1335,1997-06-24,1997,6,24
1336,1997-06-17,1997,6,17
1337,1997-06-17,1997,6,17
1338,1997-07-23,1997,7,23
1339,1997-12-16,1997,12,16
1340,1998-04-28,1998,4,28
1341,1998-06-30,1998,6,30
1342,1998-07-14,1998,7,14
1343,1998-07-14,1998,7,14
1344,1998-09-22,1998,9,22
1345,1998-07-14,1998,7,14
1346,1998-12-01,1998,12,1
1347,1999-03-09,1999,3,9
1348,1999-03-09,1999,3,9
1349,1999-05-18,1999,5,18
1350,1999-05-11,1999,5,11
1351,1999-09-14,1999,9,14
1352,2000-02-11,2000,2,11
1353,2001-07-13,2001,7,13
1354,1981-08-24,1981,8,24
1355,1985-08-01,1985,8,1
1356,2001-05-04,2001,5,4
1357,2001-01-26,2001,1,26
1358,2002-01-11,2002,1,11
1359,2002-01-11,2002,1,11
1360,2002-01-11,2002,1,11
1361,2002-01-11,2002,1,11
1362,2002-01-11,2002,1,11
1363,2002-01-11,2002,1,11
1364,2002-02-22,2002,2,22
1365,1982-07-20,1982,7,20
1366,1982-12-30,1982,12,30
1367,2002-05-24,2002,5,24
1368,2002-10-25,2002,10,25
1369,2003-02-21,2003,2,21
1370,2003-01-24,2003,1,24
1371,2003-01-31,2003,1,31
1372,2003-02-21,2003,2,21
1373,2003-02-14,2003,2,14
1374,1976-07-08,1976,7,8
1375,2003-02-21,2003,2,21
1376,2003-09-12,2003,9,12
1377,2003-09-12,2003,9,12
1378,2003-11-21,2003,11,21
1379,2004-03-05,2004,3,5
1380,2004-06-25,2004,6,25
1381,2004-10-29,2004,10,29
1382,2005-04-15,2005,4,15
1383,1979-01-14,1979,1,14
1384,2006-04-24,2006,4,24
1385,1991-07-17,1991,7,17
1386,1994-04-20,1994,4,20
1387,1990-06-27,1990,6,27
1388,1990-07-31,1990,7,31
1389,1994-05-18,1994,5,18
1390,1990-09-26,1990,9,26
1391,1990-07-31,1990,7,31
1392,1990-07-31,1990,7,31
1393,1989-06-14,1989,6,14
1394,1982-07-20,1982,7,20
1395,1993-12-22,1993,12,22
1396,1981-05-19,1981,5,19
1397,1993-12-08,1993,12,8
1398,1977-04-15,1977,4,15
1399,1991-03-27,1991,3,27
1400,1991-03-27,1991,3,27
1401,1993-04-28,1993,4,28
1402,1991-06-12,1991,6,12
1403,1991-07-17,1991,7,17
1404,1993-12-15,1993,12,15
1405,1990-07-31,1990,7,31
1406,1994-07-13,1994,7,13
1407,1992-04-09,1992,4,9
1408,1975-10-09,1975,10,9
1409,1978-11-09,1978,11,9
1410,1993-12-15,1993,12,15
1411,1992-06-25,1992,6,25
1412,1993-09-15,1993,9,15
1413,1993-12-01,1993,12,1
1414,1992-04-29,1992,4,29
1415,1993-07-07,1993,7,7
1416,1993-07-22,1993,7,22
1417,1993-07-22,1993,7,22
1418,1993-07-22,1993,7,22
1419,1993-07-22,1993,7,22
1420,1990-04-26,1990,4,26
1421,1993-03-24,1993,3,24
1422,1993-05-05,1993,5,5
1423,1992-02-27,1992,2,27
1424,1993-02-16,1993,2,16
1425,1982-07-20,1982,7,20
1426,1982-07-20,1982,7,20
1427,1982-07-20,1982,7,20
1428,1982-12-30,1982,12,30
1429,1984-03-31,1984,3,31
1430,1991-10-16,1991,10,16
1431,1976-12-24,1976,12,24
1432,1994-12-21,1994,12,21
1433,1994-11-09,1994,11,9
1434,1992-09-09,1992,9,9
1435,1989-06-05,1989,6,5
1436,1990-12-19,1990,12,19
1437,1979-07-27,1979,7,27
1438,1994-12-21,1994,12,21
1439,1991-05-22,1991,5,22
1440,1994-12-21,1994,12,21
1441,1991-12-19,1991,12,19
1442,1994-12-14,1994,12,14
1443,1991-12-04,1991,12,4
1444,1991-11-13,1991,11,13
1445,1994-12-21,1994,12,21
1446,1995-02-08,1995,2,8
1447,1976-07-08,1976,7,8
1448,1989-06-05,1989,6,5
1449,1991-10-23,1991,10,23
1450,1991-04-17,1991,4,17
1451,1991-05-22,1991,5,22
1452,1991-06-19,1991,6,19
1453,1991-04-17,1991,4,17
1454,1995-04-05,1995,4,5
1455,1981-12-16,1981,12,16
1456,1995-01-25,1995,1,25
1457,1977-03-31,1977,3,31
1458,1983-09-13,1983,9,13
1459,1990-07-31,1990,7,31
1460,1990-12-19,1990,12,19
1461,1990-11-07,1990,11,7
1462,1986-10-24,1986,10,24
1463,1995-04-19,1995,4,19
1464,1995-05-03,1995,5,3
1465,1995-05-03,1995,5,3
1466,1995-06-12,1995,6,12
1467,1995-06-12,1995,6,12
1468,1978-11-09,1978,11,9
1469,1995-05-10,1995,5,10
1470,1995-07-28,1995,7,28
1471,1996-04-16,1996,4,16
1472,1985-08-29,1985,8,29
1473,1980-08-08,1980,8,8
1474,1996-07-09,1996,7,9
1475,1996-07-08,1996,7,8
1476,1997-06-10,1997,6,10
1477,1997-06-17,1997,6,17
1478,1997-06-03,1997,6,3
1479,1997-07-15,1997,7,15
1480,1997-06-17,1997,6,17
1481,1997-06-24,1997,6,24
1482,1997-06-17,1997,6,17
1483,1997-06-17,1997,6,17
1484,1997-07-23,1997,7,23
1485,1997-12-16,1997,12,16
1486,1998-04-28,1998,4,28
1487,1998-06-30,1998,6,30
1488,1998-07-14,1998,7,14
1489,1998-07-14,1998,7,14
1490,1998-09-22,1998,9,22
1491,1998-07-14,1998,7,14
1492,1998-12-01,1998,12,1
1493,1999-03-09,1999,3,9
1494,1999-03-09,1999,3,9
1495,1999-05-18,1999,5,18
1496,1999-05-11,1999,5,11
1497,1999-09-14,1999,9,14
1498,2000-02-11,2000,2,11
1499,2001-07-13,2001,7,13
1500,1981-08-24,1981,8,24
1501,1985-08-01,1985,8,1
1502,2001-05-04,2001,5,4
1503,2001-01-26,2001,1,26
1504,2002-01-11,2002,1,11
1505,2002-01-11,2002,1,11
1506,2002-01-11,2002,1,11
1507,2002-01-11,2002,1,11
1508,2002-01-11,2002,1,11
1509,2002-01-11,2002,1,11
1510,2002-02-22,2002,2,22
1511,1982-07-20,1982,7,20
1512,1982-12-30,1982,12,30
1513,2002-05-24,2002,5,24
1514,2002-10-25,2002,10,25
1515,2003-02-21,2003,2,21
1516,2003-01-24,2003,1,24
1517,2003-01-31,2003,1,31
1518,2003-02-21,2003,2,21
1519,2003-02-14,2003,2,14
1520,1976-07-08,1976,7,8
1521,2003-02-21,2003,2,21
1522,2003-09-12,2003,9,12
1523,2003-09-12,2003,9,12
1524,2003-11-21,2003,11,21
1525,2004-03-05,2004,3,5
1526,2004-06-25,2004,6,25
1527,2004-10-29,2004,10,29
1528,2005-04-15,2005,4,15
1529,1979-01-14,1979,1,14
1530,2006-04-24,2006,4,24
1531,2022-10-06,2022,10,6
1532,1991-07-17,1991,7,17
1533,1994-04-20,1994,4,20
1534,1990-06-27,1990,6,27
1535,1990-07-31,1990,7,31
1536,1994-05-18,1994,5,18
1537,1990-09-26,1990,9,26
1538,1990-07-31,1990,7,31
1539,1990-07-31,1990,7,31
1540,1989-06-14,1989,6,14
1541,1982-07-20,1982,7,20
1542,1993-12-22,1993,12,22
1543,1981-05-19,1981,5,19
1544,1993-12-08,1993,12,8
1545,1977-04-15,1977,4,15
1546,1991-03-27,1991,3,27
1547,1991-03-27,1991,3,27
1548,1993-04-28,1993,4,28
1549,1991-06-12,1991,6,12
1550,1991-07-17,1991,7,17
1551,1993-12-15,1993,12,15
1552,1990-07-31,1990,7,31
1553,1994-07-13,1994,7,13
1554,1992-04-09,1992,4,9
1555,1975-10-09,1975,10,9
1556,1978-11-09,1978,11,9
1557,1993-12-15,1993,12,15
1558,1992-06-25,1992,6,25
1559,1993-09-15,1993,9,15
1560,1993-12-01,1993,12,1
1561,1992-04-29,1992,4,29
1562,1993-07-07,1993,7,7
1563,1993-07-22,1993,7,22
1564,1993-07-22,1993,7,22
1565,1993-07-22,1993,7,22
1566,1993-07-22,1993,7,22
1567,1990-04-26,1990,4,26
1568,1993-03-24,1993,3,24
1569,1993-05-05,1993,5,5
1570,1992-02-27,1992,2,27
1571,1993-02-16,1993,2,16
1572,1982-07-20,1982,7,20
1573,1982-07-20,1982,7,20
1574,1982-07-20,1982,7,20
1575,1982-12-30,1982,12,30
1576,1984-03-31,1984,3,31
1577,1991-10-16,1991,10,16
1578,1976-12-24,1976,12,24
1579,1994-12-21,1994,12,21
1580,1994-11-09,1994,11,9
1581,1992-09-09,1992,9,9
1582,1989-06-05,1989,6,5
1583,1990-12-19,1990,12,19
1584,1979-07-27,1979,7,27
1585,1994-12-21,1994,12,21
1586,1991-05-22,1991,5,22
1587,1994-12-21,1994,12,21
1588,1991-12-19,1991,12,19
1589,1994-12-14,1994,12,14
1590,1991-12-04,1991,12,4
1591,1991-11-13,1991,11,13
1592,1994-12-21,1994,12,21
1593,1995-02-08,1995,2,8
1594,1976-07-08,1976,7,8
1595,1989-06-05,1989,6,5
1596,1991-10-23,1991,10,23
1597,1991-04-17,1991,4,17
1598,1991-05-22,1991,5,22
1599,1991-06-19,1991,6,19
1600,1991-04-17,1991,4,17
1601,1995-04-05,1995,4,5
1602,1981-12-16,1981,12,16
1603,1995-01-25,1995,1,25
1604,1977-03-31,1977,3,31
1605,1983-09-13,1983,9,13
1606,1990-07-31,1990,7,31
1607,1990-12-19,1990,12,19
1608,1990-11-07,1990,11,7
1609,1986-10-24,1986,10,24
1610,1995-04-19,1995,4,19
1611,1995-05-03,1995,5,3
1612,1995-05-03,1995,5,3
1613,1995-06-12,1995,6,12
1614,1995-06-12,1995,6,12
1615,1978-11-09,1978,11,9
1616,1995-05-10,1995,5,10
1617,1995-07-28,1995,7,28
1618,1996-04-16,1996,4,16
1619,1985-08-29,1985,8,29
1620,1980-08-08,1980,8,8
1621,1996-07-09,1996,7,9
1622,1996-07-08,1996,7,8
1623,1997-06-10,1997,6,10
1624,1997-06-17,1997,6,17
1625,1997-06-03,1997,6,3
1626,1997-07-15,1997,7,15
1627,1997-06-17,1997,6,17
1628,1997-06-24,1997,6,24
1629,1997-06-17,1997,6,17
1630,1997-06-17,1997,6,17
1631,1997-07-23,1997,7,23
1632,1997-12-16,1997,12,16
1633,1998-04-28,1998,4,28
1634,1998-06-30,1998,6,30
1635,1998-07-14,1998,7,14
1636,1998-07-14,1998,7,14
1637,1998-09-22,1998,9,22
1638,1998-07-14,1998,7,14
1639,1998-12-01,1998,12,1
1640,1999-03-09,1999,3,9
1641,1999-03-09,1999,3,9
1642,1999-05-18,1999,5,18
1643,1999-05-11,1999,5,11
1644,1999-09-14,1999,9,14
1645,2000-02-11,2000,2,11
1646,2001-07-13,2001,7,13
1647,1981-08-24,1981,8,24
1648,1985-08-01,1985,8,1
1649,2001-05-04,2001,5,4
1650,2001-01-26,2001,1,26
1651,2002-01-11,2002,1,11
1652,2002-01-11,2002,1,11
1653,2002-01-11,2002,1,11
1654,2002-01-11,2002,1,11
1655,2002-01-11,2002,1,11
1656,2002-01-11,2002,1,11
1657,2002-02-22,2002,2,22
1658,1982-07-20,1982,7,20
1659,1982-12-30,1982,12,30
1660,2002-05-24,2002,5,24
1661,2002-10-25,2002,10,25
1662,2003-02-21,2003,2,21
1663,2003-01-24,2003,1,24
1664,2003-01-31,2003,1,31
1665,2003-02-21,2003,2,21
1666,2003-02-14,2003,2,14
1667,1976-07-08,1976,7,8
1668,2003-02-21,2003,2,21
1669,2003-09-12,2003,9,12
1670,2003-09-12,2003,9,12
1671,2003-11-21,2003,11,21
1672,2004-03-05,2004,3,5
1673,2004-06-25,2004,6,25
1674,2004-10-29,2004,10,29
1675,2005-04-15,2005,4,15
1676,1979-01-14,1979,1,14
1677,2006-04-24,2006,4,24
1678,1991-07-17,1991,7,17
1679,1994-04-20,1994,4,20
1680,1990-06-27,1990,6,27
1681,1990-07-31,1990,7,31
1682,1994-05-18,1994,5,18
1683,1990-09-26,1990,9,26
1684,1990-07-31,1990,7,31
1685,1990-07-31,1990,7,31
1686,1989-06-14,1989,6,14
1687,1982-07-20,1982,7,20
1688,1993-12-22,1993,12,22
1689,1981-05-19,1981,5,19
1690,1993-12-08,1993,12,8
1691,1977-04-15,1977,4,15
1692,1991-03-27,1991,3,27
1693,1991-03-27,1991,3,27
1694,1993-04-28,1993,4,28
1695,1991-06-12,1991,6,12
1696,1991-07-17,1991,7,17
1697,1993-12-15,1993,12,15
1698,1990-07-31,1990,7,31
1699,1994-07-13,1994,7,13
1700,1992-04-09,1992,4,9
1701,1975-10-09,1975,10,9
1702,1978-11-09,1978,11,9
1703,1993-12-15,1993,12,15
