article_id,article_v_id,rel
1122582,1142419.0,version
1122583,1142420.0,version
1259651,1458640.0,version
1259652,1050614.0,version
1259653,1050615.0,version
1259654,1050616.0,version
1259655,1050617.0,version
1259656,1050618.0,version
1280370,1050619.0,version
1280371,1050620.0,version
1280372,1050621.0,version
1280373,1050622.0,version
1280374,1050623.0,version
1280375,1050624.0,version
1303557,1050625.0,version
1303558,1050626.0,version
1323981,1050627.0,version
1323982,1050628.0,version
1328029,1406364.0,version
1328030,1406365.0,version
1328031,1406366.0,version
1328032,1406367.0,version
1000059,1406368.0,version
1000060,1406369.0,version
1000064,1018387.0,version
1000065,1296388.0,version
1000066,1296389.0,version
1000068,1296391.0,version
1000069,1296412.0,version
1000070,1296421.0,version
1000071,1296422.0,version
1013712,1296423.0,version
1013714,1296425.0,version
1013715,1296426.0,version
1013716,1296427.0,version
1013717,1296428.0,version
1013718,1296429.0,version
1013719,1296430.0,version
1013720,1296431.0,version
1013721,1296432.0,version
1013722,1018424.0,version
1013723,1018425.0,version
1013724,1018426.0,version
1013725,1018427.0,version
1013726,1018428.0,version
1013727,1018429.0,version
1013728,1018430.0,version
1013729,1018431.0,version
1013730,1018432.0,version
1013731,1018433.0,version
1013732,1018434.0,version
1013733,1018435.0,version
1013734,1018436.0,version
1013735,1018437.0,version
1013736,1018438.0,version
1013737,1018439.0,version
1013738,1018440.0,version
1013739,1018441.0,version
1013740,1018442.0,version
1013741,1018443.0,version
1013742,1018444.0,version
1013743,1018445.0,version
1013744,1018446.0,version
1013745,1018447.0,version
1013746,1018448.0,version
1019090,1018449.0,version
1020673,1018450.0,version
1020674,1018451.0,version
1020675,1018452.0,version
1020676,1018453.0,version
1020677,1018454.0,version
1020678,1018455.0,version
1020680,1018457.0,version
1020681,1018458.0,version
1020682,1018459.0,version
1021656,1018460.0,version
1022777,1018461.0,version
1022778,1018462.0,version
1022779,1018463.0,version
1022780,1018464.0,version
1022781,1018465.0,version
1022782,1018466.0,version
1022783,1018467.0,version
1022784,1018468.0,version
1022785,1018469.0,version
1022786,1018470.0,version
1022787,1018471.0,version
1022788,1018472.0,version
1022789,1018473.0,version
1022790,1018474.0,version
1022791,1018475.0,version
1022792,1018476.0,version
1022793,1018477.0,version
1022794,1018478.0,version
1022795,1018479.0,version
1022831,1018506.0,version
1022832,1018507.0,version
1022833,1018508.0,version
1022834,1018509.0,version
1022835,1018510.0,version
1022836,1018511.0,version
1022837,1018512.0,version
1022838,1018513.0,version
1022839,1018514.0,version
1022840,1018515.0,version
1022841,1018516.0,version
1022842,1018517.0,version
1022843,1018518.0,version
1022846,1018521.0,version
1022847,1018522.0,version
1022848,1018523.0,version
1022849,1018524.0,version
1022850,1018525.0,version
1022851,1018526.0,version
1022852,1018527.0,version
1022853,1018528.0,version
1022854,1018529.0,version
1022855,1018530.0,version
1022856,1018531.0,version
1022858,1018533.0,version
1022859,1018534.0,version
1022860,1018535.0,version
1022861,1018536.0,version
1022862,1018537.0,version
1022863,1018538.0,version
1022864,1018539.0,version
1022865,1018540.0,version
1022866,1018541.0,version
1022867,1018542.0,version
1022868,1018543.0,version
1022869,1018544.0,version
1022871,1018786.0,version
1022886,1297698.0,version
1022887,1297699.0,version
1022888,1297700.0,version
1022889,1297701.0,version
1022890,1297702.0,version
1022891,1245961.0,version
1022893,1245963.0,version
1067198,1018854.0,version
1067199,1245975.0,version
1067200,1018856.0,version
1072199,1245976.0,version
1078022,1018851.0,version
1108973,1018852.0,version
1134086,1018857.0,version
1134087,1018861.0,version
1134088,1018855.0,version
1165090,1018859.0,version
1165970,1018860.0,version
1165971,1010884.0,version
1165972,1018893.0,version
1165973,1018894.0,version
1175720,1018895.0,version
1218191,1018896.0,version
1218192,1018897.0,version
1218225,1018898.0,version
1218226,1018899.0,version
1226447,1018900.0,version
1248476,1018901.0,version
1248477,1018902.0,version
1248478,1018903.0,version
1252635,1018904.0,version
1252636,1018905.0,version
1252637,1018906.0,version
1258979,1018907.0,version
1258980,1018908.0,version
1258981,1018909.0,version
1258982,1018910.0,version
1258983,1018911.0,version
1258984,1018912.0,version
1258985,1018913.0,version
1110063,1018914.0,version
1110064,1018915.0,version
1110065,1010885.0,version
1110066,1018917.0,version
1110067,1018918.0,version
1110068,1018919.0,version
1110069,1297817.0,version
1110070,1297818.0,version
1110071,1297819.0,version
1110072,1297820.0,version
1110073,1297821.0,version
1110074,1297822.0,version
1240214,1297823.0,version
1240215,1297824.0,version
1240216,1298120.0,version
1240217,1298125.0,version
1240218,1298127.0,version
1240219,1298139.0,version
1240220,1246175.0,version
1240221,1246178.0,version
1240222,1246180.0,version
1240223,1246181.0,version
1240224,1246184.0,version
1240225,1246194.0,version
1240232,1019090.0,version
1240236,1298310.0,version
1240238,1016670.0,version
1240240,1016672.0,version
1240242,1010897.0,version
1003667,1016706.0,version
1003670,1016709.0,version
1003671,1003684.0,version
1003673,1003685.0,version
1003675,1003686.0,version
1003676,1016712.0,version
1003677,1003687.0,version
1003679,1016714.0,version
1003680,1016715.0,version
1003681,1016716.0,version
1003684,1380730.0,version
1003686,1380731.0,version
1003693,1003700.0,version
1003695,1003701.0,version
1003698,1019423.0,version
1003706,1356440.0,version
1003707,1356441.0,version
1003708,1356442.0,version
1003709,1356443.0,version
1003710,1356444.0,version
1003711,1356445.0,version
1003712,1356446.0,version
1003713,1356447.0,version
1003714,1356448.0,version
1003715,1356449.0,version
1003716,1356450.0,version
1003717,1356451.0,version
1003718,1356452.0,version
1003719,1356453.0,version
1003720,1356455.0,version
1003721,1356457.0,version
1003722,1356458.0,version
1003723,1019801.0,version
1003724,1019802.0,version
1003725,1019803.0,version
1003726,1019804.0,version
1003727,1019805.0,version
1003728,1019806.0,version
1003729,1019807.0,version
1003730,1019808.0,version
1003731,1019809.0,version
1003732,1019810.0,version
1003733,1019811.0,version
1003734,1019812.0,version
1003735,1019813.0,version
1003736,1019814.0,version
1003737,1019815.0,version
1003738,1019816.0,version
1003739,1019817.0,version
1003740,1019818.0,version
1003741,1019819.0,version
1003742,1019820.0,version
1003743,1019821.0,version
1003744,1019822.0,version
1003745,1019823.0,version
1003746,1462490.0,version
1003748,1462995.0,version
1003749,1462996.0,version
1003750,1462997.0,version
1003751,1300291.0,version
1003752,1096816.0,version
1003753,1096817.0,version
1003754,1096818.0,version
1003765,1097089.0,version
1003766,1097090.0,version
1003769,1097093.0,version
1003770,1097094.0,version
1003771,1097095.0,version
1003772,1097096.0,version
1003773,1097133.0,version
1005128,1097097.0,version
1067210,1097134.0,version
1005283,1020866.0,version
1005284,1020867.0,version
1005285,1020901.0,version
1005297,1097395.0,version
1005309,1021024.0,version
1005310,1021025.0,version
1005311,1021026.0,version
1005312,1021027.0,version
1005313,1021028.0,version
1005314,1021029.0,version
1005315,1021030.0,version
1005317,1021032.0,version
1005318,1021033.0,version
1005319,1021034.0,version
1005320,1021035.0,version
1005321,1021036.0,version
1005322,1021037.0,version
1005323,1021038.0,version
1005324,1021039.0,version
1005325,1021040.0,version
1005326,1021041.0,version
1005327,1021042.0,version
1005328,1021043.0,version
1005329,1021044.0,version
1005330,1021045.0,version
1005331,1021046.0,version
1005332,1021047.0,version
1005333,1021048.0,version
1005334,1021049.0,version
1005335,1021050.0,version
1005339,1021054.0,version
1005340,1021055.0,version
1005341,1021056.0,version
1005346,1021057.0,version
1005348,1021058.0,version
1005349,1021059.0,version
1005350,1021060.0,version
1005351,1021061.0,version
1005352,1021062.0,version
1005353,1021063.0,version
1005354,1021064.0,version
1005355,1021065.0,version
1005356,1021066.0,version
1005357,1021067.0,version
1005358,1021068.0,version
1005359,1021069.0,version
1005360,1021070.0,version
1005361,1021071.0,version
1005362,1021072.0,version
1005363,1021073.0,version
1005364,1021074.0,version
1005365,1021075.0,version
1005366,1021076.0,version
1005367,1021077.0,version
1005368,1021078.0,version
1005369,1021079.0,version
1005370,1021080.0,version
1005371,1021081.0,version
1005372,1021082.0,version
1005373,1021083.0,version
1005374,1021084.0,version
1005375,1021085.0,version
1005376,1021086.0,version
1005377,1021087.0,version
1005378,1021088.0,version
1005379,1021089.0,version
1005380,1021090.0,version
1005381,1021091.0,version
1005382,1021092.0,version
1005383,1021093.0,version
1005384,1021094.0,version
1005385,1021095.0,version
1005386,1021096.0,version
1005387,1021097.0,version
1005388,1021098.0,version
1005389,1021099.0,version
1005390,1021100.0,version
1005391,1021101.0,version
1094730,1021102.0,version
1094731,1021103.0,version
1144476,1021104.0,version
1005656,1021105.0,version
1005657,1021106.0,version
1005658,1021107.0,version
1005659,1021108.0,version
1005660,1021109.0,version
1005661,1021110.0,version
1005662,1021111.0,version
1005663,1021112.0,version
1006245,1021113.0,version
1006246,1021114.0,version
1006247,1021115.0,version
1006248,1021116.0,version
1006504,1021117.0,version
1006505,1021118.0,version
1006506,1021119.0,version
1006507,1021120.0,version
1006508,1021121.0,version
1006509,1021122.0,version
1006510,1021129.0,version
1007402,1021186.0,version
1007408,1021192.0,version
1007409,1021193.0,version
1007410,1021194.0,version
1007411,1021195.0,version
1007421,1140322.0,version
1007422,1140330.0,version
1007423,1054301.0,version
1007426,1054304.0,version
1007427,1054305.0,version
1007428,1054306.0,version
1007429,1054307.0,version
1007430,1054308.0,version
1007431,1054309.0,version
1007432,1054310.0,version
1007433,1054311.0,version
1007435,1054313.0,version
1007436,1054314.0,version
1007437,1054315.0,version
1007498,1054316.0,version
1007499,1054317.0,version
1007500,1054318.0,version
1007501,1054319.0,version
1007502,1021573.0,version
1007505,1054344.0,version
1007507,1054346.0,version
1007508,1054347.0,version
1007509,1054348.0,version
1007510,1054349.0,version
1007511,1054350.0,version
1007514,1197477.0,version
1007528,1054358.0,version
1007825,1054359.0,version
1007826,1054360.0,version
1007827,1054361.0,version
1007828,1054362.0,version
1007831,1021656.0,version
1007832,1098330.0,version
1007865,1021770.0,version
1007866,1444836.0,version
1120680,1021874.0,version
1120682,1021876.0,version
1120683,1021877.0,version
1120685,1021879.0,version
1120686,1021880.0,version
1120687,1021881.0,version
1120698,1021896.0,version
1120699,1021897.0,version
1120700,1021898.0,version
1120701,1021899.0,version
1120702,1021900.0,version
1120703,1021901.0,version
1120704,1021902.0,version
1120705,1021904.0,version
1120706,1021905.0,version
1120707,1021906.0,version
1120708,1021907.0,version
1120709,1021908.0,version
1120710,1021909.0,version
1120711,1021910.0,version
1120712,1021911.0,version
1120713,1021912.0,version
1120714,1021913.0,version
1120715,1021914.0,version
1120716,1021915.0,version
1120717,1098605.0,version
1120718,1098606.0,version
1120720,1098608.0,version
1120721,1098609.0,version
1120722,1098610.0,version
1120723,1098611.0,version
1120742,1098612.0,version
1120743,1098613.0,version
1120744,1098614.0,version
1120745,1098615.0,version
1120746,1098616.0,version
1120747,1098617.0,version
1120748,1098618.0,version
1120749,1098619.0,version
1120750,1098620.0,version
1120752,1030272.0,version
1120753,1030273.0,version
1120754,1030274.0,version
1120755,1030275.0,version
1120756,1030297.0,version
1120759,1303311.0,version
1120760,1303312.0,version
1120761,1303313.0,version
1120763,1030327.0,version
1120764,1030329.0,version
1120765,1030332.0,version
1120766,1030333.0,version
1120767,1030334.0,version
1013254,1149281.0,version
1013255,1149282.0,version
1013257,1149283.0,version
1013258,1149284.0,version
1013259,1149285.0,version
1013260,1149286.0,version
1013261,1149287.0,version
1013262,1149288.0,version
1013263,1149289.0,version
1013264,1149290.0,version
1013265,1149291.0,version
1013266,1149292.0,version
1013267,1149293.0,version
1013626,1149294.0,version
1013627,1149295.0,version
1013628,1149296.0,version
1013629,1149297.0,version
1013630,1149298.0,version
1013631,1149299.0,version
1013632,1149300.0,version
1013633,1149301.0,version
1013634,1149302.0,version
1013635,1149303.0,version
1013636,1149304.0,version
1013637,1149305.0,version
1013638,1149306.0,version
1013639,1149307.0,version
1013640,1149308.0,version
1013641,1149309.0,version
1013642,1149310.0,version
1013700,1149311.0,version
1013701,1149312.0,version
1013702,1149313.0,version
1013703,1149314.0,version
1013704,1149315.0,version
1013705,1149316.0,version
1013706,1149317.0,version
1013707,1149318.0,version
1013708,1149319.0,version
1013709,1149320.0,version
1013710,1149321.0,version
1013712,1149322.0,version
1013713,1149323.0,version
1013714,1149324.0,version
1013715,1149325.0,version
1013716,1149326.0,version
1013717,1149327.0,version
1013718,1149328.0,version
1013719,1149329.0,version
1013720,1149330.0,version
1013721,1149331.0,version
1013722,1149332.0,version
1013723,1149333.0,version
1013724,1149334.0,version
1013725,1149335.0,version
1013726,1149336.0,version
1013727,1149337.0,version
1013728,1149338.0,version
1013729,1149339.0,version
1013730,1149340.0,version
1013731,1149341.0,version
1013732,1149342.0,version
1013733,1149343.0,version
1013734,1149344.0,version
1013735,1149345.0,version
1013736,1149346.0,version
1013737,1149347.0,version
1013738,1149348.0,version
1013739,1149349.0,version
1013740,1149350.0,version
1013741,1149351.0,version
1013742,1149352.0,version
1013743,1149353.0,version
1013744,1149354.0,version
1013745,1149355.0,version
1013746,1149356.0,version
1013748,1149357.0,version
1013749,1149358.0,version
1015611,1010816.0,version
1015616,1010817.0,version
1015618,1149359.0,version
1015619,1149360.0,version
1015620,1055214.0,version
1018387,1010818.0,version
1018458,1055216.0,version
1018459,1121427.0,version
1018460,1149363.0,version
1018461,1149364.0,version
1018462,1149365.0,version
1018464,1149367.0,version
1018465,1149368.0,version
1018466,1149369.0,version
1018467,1149370.0,version
1018469,1149372.0,version
1018470,1149373.0,version
1018471,1149374.0,version
1018472,1149376.0,version
1018473,1121430.0,version
1018474,1149378.0,version
1018475,1149379.0,version
1018477,1149381.0,version
1018478,1121431.0,version
1018481,1149384.0,version
1018482,1149385.0,version
1018483,1010822.0,version
1018484,1121432.0,version
1018485,1010823.0,version
1018486,1010824.0,version
1018487,1121433.0,version
1018488,1010826.0,version
1018489,1010829.0,version
1018490,1010830.0,version
1018491,1010831.0,version
1018492,1010832.0,version
1018493,1198824.0,version
1018494,1010833.0,version
1018496,1010834.0,version
1018500,1010835.0,version
1018501,1010836.0,version
1018502,1010837.0,version
1018503,1010838.0,version
1018504,1010839.0,version
1018505,1010840.0,version
1018506,1010841.0,version
1018507,1010842.0,version
1018508,1010843.0,version
1018509,1010844.0,version
1018510,1010845.0,version
1018511,1010846.0,version
1018512,1010847.0,version
1018513,1010848.0,version
1018514,1010849.0,version
1018515,1149366.0,version
1018516,1010850.0,version
1018517,1010851.0,version
1018518,1010852.0,version
1018519,1010853.0,version
1018520,1010854.0,version
1018521,1010855.0,version
1018522,1149755.0,version
1018523,1010856.0,version
1018524,1010857.0,version
1018525,1010858.0,version
1018526,1010859.0,version
1018528,1010861.0,version
1018529,1010862.0,version
1018530,1010863.0,version
1018534,1010867.0,version
1018535,1010868.0,version
1018537,1010870.0,version
1018538,1010872.0,version
1018540,1010874.0,version
1018541,1010875.0,version
1018542,1010876.0,version
1018543,1010877.0,version
1103214,1010879.0,version
1019423,1010880.0,version
1020673,1010881.0,version
1020674,1010882.0,version
1020675,1010883.0,version
1021041,1010888.0,version
1021042,1010889.0,version
1021044,1010891.0,version
1021048,1100113.0,version
1021049,1100114.0,version
1021051,1100119.0,version
1021052,1100116.0,version
1021053,1100120.0,version
1021054,1100118.0,version
1021055,1100122.0,version
1021056,1100121.0,version
1021078,1010898.0,version
1021083,1010899.0,version
1021093,1010901.0,version
1021098,1010902.0,version
1021110,1010903.0,version
1021111,1010904.0,version
1021798,1037017.0,version
1021800,1037018.0,version
1021801,1037019.0,version
1021802,1037020.0,version
1021803,1037021.0,version
1021804,1037022.0,version
1021805,1037023.0,version
1021806,1037024.0,version
1021807,1037025.0,version
1021808,1037026.0,version
1021810,1037027.0,version
1021821,1252579.0,version
1021822,1252580.0,version
1021824,1252583.0,version
1021837,1325916.0,version
1021848,1252896.0,version
1021849,1252899.0,version
1021850,1252901.0,version
1072197,1253191.0,version
1094600,1253195.0,version
1094601,1253196.0,version
1094602,1253197.0,version
1094603,1253198.0,version
1134085,1253251.0,version
1022777,1253254.0,version
1022798,1253266.0,version
1022799,1253267.0,version
1022802,1253270.0,version
1022803,1253314.0,version
1022819,1253320.0,version
1022821,1253322.0,version
1022822,1253323.0,version
1022823,1253324.0,version
1022824,1253325.0,version
1022825,1327508.0,version
1022826,1253326.0,version
1022827,1253327.0,version
1022829,1253329.0,version
1022830,1253333.0,version
1022832,1253335.0,version
1022833,1253336.0,version
1022839,1253342.0,version
1022841,1253344.0,version
1022842,1253345.0,version
1022843,1253346.0,version
1022844,1253347.0,version
1022845,1151308.0,version
1022847,1151310.0,version
1022848,1151311.0,version
1022850,1327516.0,version
1022851,1253348.0,version
1022852,1253349.0,version
1022853,1253350.0,version
1022854,1253351.0,version
1022855,1327517.0,version
1022858,1253355.0,version
1022860,1327518.0,version
1022862,1081890.0,version
1022865,1081892.0,version
1022867,1081875.0,version
1022871,1081898.0,version
1022872,1253438.0,version
1022873,1253439.0,version
1022875,1081899.0,version
1022880,1081878.0,version
1022881,1189356.0,version
1022886,1189358.0,version
1022891,1253536.0,version
1022893,1253539.0,version
1022894,1253540.0,version
1067193,1253665.0,version
1067194,1081920.0,version
1067197,1081928.0,version
1067198,1081880.0,version
1067199,1081930.0,version
1067200,1081932.0,version
1072199,1081934.0,version
1072200,1081936.0,version
1078022,1081937.0,version
1134086,1081938.0,version
1134087,1081939.0,version
1165090,1081941.0,version
1165972,1081943.0,version
1218225,1253819.0,version
1218226,1253820.0,version
1248476,1253822.0,version
1248477,1253823.0,version
1248478,1253824.0,version
1252635,1253825.0,version
1258979,1253828.0,version
1258980,1253829.0,version
1258982,1253831.0,version
1258983,1253832.0,version
1258985,1253833.0,version
1100072,1253866.0,version
1025671,1253870.0,version
1254269,1253873.0,version
1026659,1253875.0,version
1026660,1253876.0,version
1026662,1253878.0,version
1026664,1253879.0,version
1027061,1306272.0,version
1027062,1306273.0,version
1027063,1306276.0,version
1028461,1152085.0,version
1028463,1152087.0,version
1028464,1152088.0,version
1028465,1152089.0,version
1028466,1152090.0,version
1028467,1152091.0,version
1028468,1152092.0,version
1029391,1057045.0,version
1029392,1057046.0,version
1029393,1057047.0,version
1029394,1152093.0,version
1029395,1152097.0,version
1029396,1152094.0,version
1029678,1152095.0,version
1029788,1152096.0,version
1029791,1189438.0,version
1029793,1189439.0,version
1031715,1102520.0,version
1031806,1152176.0,version
1031807,1152171.0,version
1034671,1152172.0,version
1034672,1152173.0,version
1034673,1152174.0,version
1034674,1152175.0,version
1034676,1152178.0,version
1034677,1152179.0,version
1034678,1152180.0,version
1034679,1152181.0,version
1034680,1152182.0,version
1034681,1152183.0,version
1034682,1152184.0,version
1034683,1152185.0,version
1034684,1152186.0,version
1034686,1152188.0,version
1034688,1152190.0,version
1034689,1152191.0,version
1034690,1152192.0,version
1034695,1254253.0,version
1034698,1254254.0,version
1034702,1254255.0,version
1034703,1254256.0,version
1034704,1254259.0,version
1034707,1254262.0,version
1035591,1254264.0,version
1035592,1254267.0,version
1035595,1254275.0,version
1035597,1254282.0,version
1035608,1254492.0,version
1035615,1254498.0,version
1035617,1254499.0,version
1124316,1254503.0,version
1042752,1254505.0,version
1049740,1254611.0,version
1049741,1254911.0,version
1049742,1254912.0,version
1049743,1254913.0,version
1049745,1254914.0,version
1049746,1254915.0,version
1049747,1254955.0,version
1050509,1254956.0,version
1050511,1254957.0,version
1050515,1254964.0,version
1050517,1254988.0,version
1050518,1255060.0,version
1050526,1057660.0,version
1050527,1057661.0,version
1050618,1057670.0,version
1050627,1307965.0,version
1050628,1307966.0,version
1050879,1081955.0,version
1050881,1153002.0,version
1050882,1081952.0,version
1050883,1081953.0,version
1052036,1471561.0,version
1052053,1166766.0,version
1052054,1255119.0,version
1052055,1255120.0,version
1052056,1255121.0,version
1052057,1255122.0,version
1052059,1166767.0,version
1052061,1255225.0,version
1052062,1255226.0,version
1052063,1255228.0,version
1052065,1255256.0,version
1052068,1255263.0,version
1052069,1255266.0,version
1052070,1255269.0,version
1052071,1255272.0,version
1052072,1255277.0,version
1052074,1255284.0,version
1052076,1166769.0,version
1052077,1366581.0,version
1055190,1255933.0,version
1055191,1255934.0,version
1055195,1025586.0,version
1055196,1025587.0,version
1055205,1154420.0,version
1055206,1154653.0,version
1055207,1154654.0,version
1055208,1154655.0,version
1055214,1154656.0,version
1055215,1154657.0,version
1055216,1154658.0,version
1056514,1154659.0,version
1056515,1154660.0,version
1065566,1155646.0,version
1065577,1420665.0,version
1078944,1312252.0,version
1078945,1312253.0,version
1078946,1312254.0,version
1078947,1312255.0,version
1078948,1312256.0,version
1078949,1312257.0,version
1078950,1312258.0,version
1078951,1312259.0,version
1078952,1312260.0,version
1078953,1312261.0,version
1078954,1312262.0,version
1078955,1312263.0,version
1078956,1312264.0,version
1078957,1312265.0,version
1078958,1312266.0,version
1078959,1312267.0,version
1078960,1312268.0,version
1080054,1312269.0,version
1080055,1312270.0,version
1080056,1312271.0,version
1080057,1312272.0,version
1080058,1312273.0,version
1080059,1312274.0,version
1080060,1312275.0,version
1080061,1312276.0,version
1080062,1312277.0,version
1080063,1312278.0,version
1080064,1312279.0,version
1080065,1312280.0,version
1080066,1312281.0,version
1080067,1312282.0,version
1083065,1312283.0,version
1083066,1312284.0,version
1083067,1312285.0,version
1083068,1312286.0,version
1097207,1253259.0,version
1097208,1253262.0,version
1097209,1253264.0,version
1099672,1106394.0,version
1099673,1027154.0,version
1099674,1421077.0,version
1099675,1421078.0,version
1099677,1421080.0,version
1099678,1421081.0,version
1099679,1421082.0,version
1099680,1421083.0,version
1099681,1421084.0,version
1099683,1421086.0,version
1099685,1421088.0,version
1099686,1421089.0,version
1099687,1421090.0,version
1099691,1106494.0,version
1099693,1421092.0,version
1099694,1421094.0,version
1099696,1421096.0,version
1099700,1421100.0,version
1099701,1421101.0,version
1099702,1421102.0,version
1099703,1421103.0,version
1099704,1421104.0,version
1099705,1421106.0,version
1099706,1421107.0,version
1099707,1421108.0,version
1099708,1421109.0,version
1099709,1421110.0,version
1099710,1421111.0,version
1099711,1421112.0,version
1099712,1421113.0,version
1099713,1421114.0,version
1099714,1421115.0,version
1099715,1421116.0,version
1099716,1421117.0,version
1099717,1421118.0,version
1099718,1421119.0,version
1119213,1421120.0,version
1119214,1421121.0,version
1119215,1421122.0,version
1119216,1421123.0,version
1119217,1421124.0,version
1119218,1421125.0,version
1119220,1421126.0,version
1119221,1421127.0,version
1119225,1421128.0,version
1119226,1421129.0,version
