id,date
651,2006-06-23
652,2006-05-03
653,2006-07-05
654,2006-07-20
655,2006-07-19
656,2006-07-31
657,2007-03-20
658,2007-03-20
659,2007-02-19
660,2007-05-11
661,2007-05-16
662,2007-05-16
663,2007-07-23
664,2007-09-13
665,2008-02-22
666,2008-05-07
667,2008-06-06
668,2009-02-23
669,2008-04-18
670,2009-03-06
671,2005-05-27
672,2009-04-24
673,2010-12-17
674,2011-01-26
675,2011-01-24
676,2012-03-16
677,2011-11-29
678,2012-07-13
679,2012-12-24
680,2012-12-24
681,2012-12-24
682,2012-12-24
683,2013-05-24
684,2013-07-19
685,2014-05-26
686,2015-12-23
687,2016-03-30
688,2019-07-19
689,2019-07-30
690,2021-12-10
691,2022-06-10
692,2022-10-21
693,1994-01-19
694,1993-04-07
695,1991-07-31
696,1990-12-21
697,1991-01-30
698,1997-06-10
699,1997-12-19
700,1997-12-09
701,1998-02-17
702,1999-03-02
703,1999-03-02
704,1999-02-23
705,2001-12-14
706,2001-12-21
707,2002-12-13
708,2003-01-31
709,2003-04-04
710,2003-09-05
711,2003-10-10
712,2003-11-18
713,2003-12-12
714,2004-02-06
715,2003-12-05
716,2005-02-01
717,2005-02-18
718,2005-02-22
719,2005-06-08
720,2005-05-27
721,2005-12-16
722,2006-05-11
723,2006-03-31
724,2006-05-03
725,2006-07-05
726,2006-07-07
727,2007-06-13
728,2007-07-06
729,2007-07-10
730,2007-07-19
731,2007-09-13
732,2008-03-10
733,2008-04-30
734,2008-05-20
735,2008-06-26
736,2008-11-07
737,2008-12-19
738,2009-02-20
739,2008-04-18
740,2009-03-06
741,2009-01-01
742,2009-03-27
743,2005-05-27
744,2009-04-15
745,2009-04-24
746,2009-05-06
747,2009-10-16
748,2010-04-28
749,2011-01-24
750,2013-02-14
751,2013-06-21
752,2013-12-20
753,2014-05-26
754,2016-02-26
755,2016-03-30
756,2016-05-10
757,2021-03-10
758,2021-03-10
759,2021-07-02
760,2022-10-12
761,2022-10-28
762,2023-03-15
763,1994-01-19
764,1993-04-07
765,1991-07-31
766,1990-12-21
767,1991-01-30
768,1997-06-10
769,1997-12-19
770,1997-12-09
771,1998-02-17
772,1999-03-02
773,1999-03-02
774,1999-02-23
775,2001-12-14
776,2001-12-21
777,2002-12-13
778,2003-01-31
779,2003-04-04
780,2003-09-05
781,2003-10-10
782,2003-11-18
783,2003-12-12
784,2004-02-06
785,2003-12-05
786,2005-02-01
787,2005-02-18
788,2005-02-22
789,2005-06-08
790,2005-05-27
791,2005-12-16
792,2006-05-11
793,2006-03-31
794,2006-05-03
795,2006-07-05
796,2006-07-07
797,2006-10-01
798,2007-02-19
799,2007-05-16
800,2007-07-06
801,2007-07-10
802,2007-09-13
803,2008-02-22
804,2008-04-30
805,2008-05-20
806,2002-05-03
807,2008-09-30
808,2008-12-19
809,2009-02-20
810,2009-02-13
811,2008-04-18
812,2009-01-01
813,2009-03-27
814,2009-04-15
815,2009-04-24
816,2009-05-06
817,2009-07-03
818,2009-10-16
819,2010-04-30
820,2010-09-13
821,2010-12-17
822,2011-01-26
823,2012-11-09
824,2012-12-24
825,2013-09-13
826,2014-05-26
827,2016-02-26
828,2016-07-15
829,2017-05-12
830,2020-03-13
831,2021-09-03
832,2023-06-23
833,2023-10-23
834,1994-01-19
835,1994-01-19
836,1981-06-16
837,1998-04-28
838,2001-12-21
839,1978-01-31
840,2007-02-09
841,1981-07-02
842,1994-10-12
843,1997-07-01
844,1997-07-01
845,1998-12-15
846,2000-03-17
847,2002-12-13
848,2003-12-05
849,2005-05-20
850,2007-02-16
851,2010-12-06
852,2010-12-17
853,2022-07-15
854,1994-02-02
855,1998-04-07
856,1998-09-22
857,1999-03-02
858,2000-09-29
859,2000-10-20
860,1994-02-02
861,1998-04-07
862,1998-09-22
863,1999-03-02
864,2000-09-29
865,2000-10-20
866,1982-06-16
867,1995-03-08
868,1994-02-14
869,1988-12-21
870,1993-03-04
871,1992-10-28
872,1997-10-21
873,1997-10-21
874,1998-01-23
875,1998-03-03
876,1998-03-03
877,1998-04-15
878,1998-12-07
879,1999-04-13
880,2000-06-08
881,2000-10-27
882,2000-09-29
883,2004-01-30
884,2005-02-24
885,2006-03-29
886,2008-02-15
887,2009-06-05
888,2010-12-10
889,2010-12-10
890,1994-02-14
891,1988-12-21
892,1990-03-07
893,1992-09-22
894,1992-10-28
895,1990-03-29
896,1989-05-03
897,1998-12-07
898,1982-10-12
899,2001-05-18
900,2002-02-12
901,1997-06-12
902,1998-09-03
903,1994-06-06
904,2003-12-19
905,2003-12-19
906,2004-01-30
907,2004-08-27
908,2004-08-27
909,2000-12-15
910,2005-02-24
911,2006-05-12
912,2007-10-05
913,2008-10-10
914,2009-06-05
915,2014-01-31
916,2014-02-21
917,2014-02-21
918,2014-02-21
919,2014-02-21
920,2019-05-03
921,2020-03-27
922,2020-07-17
923,2020-11-27
924,2023-04-21
925,1991-07-17
926,1991-07-17
927,1993-12-15
928,1993-12-01
929,1991-10-23
930,1970-10-17
931,2006-10-24
932,2006-11-29
933,2007-09-17
934,2009-03-18
935,2010-02-05
936,2012-07-20
937,1991-07-17
938,1994-04-20
939,1990-06-27
940,1990-07-31
941,1994-05-18
942,1990-09-26
943,1990-07-31
944,1990-07-31
945,1989-06-14
946,1982-07-20
947,1993-12-22
948,1981-05-19
949,1993-12-08
950,1977-04-15
951,1991-03-27
952,1991-03-27
953,1993-04-28
954,1991-06-12
955,1991-07-17
956,1993-12-15
957,1990-07-31
958,1994-07-13
959,1992-04-09
960,1975-10-09
961,1978-11-09
962,1993-12-15
963,1992-06-25
964,1993-09-15
965,1993-12-01
966,1992-04-29
967,1993-07-07
968,1993-07-22
969,1993-07-22
970,1993-07-22
971,1993-07-22
972,1990-04-26
973,1993-03-24
974,1993-05-05
975,1992-02-27
976,1993-02-16
977,1982-07-20
978,1982-07-20
979,1982-07-20
980,1982-12-30
981,1984-03-31
982,1991-10-16
983,1976-12-24
984,1994-12-21
985,1994-11-09
986,1992-09-09
987,1989-06-05
988,1990-12-19
989,1979-07-27
990,1994-12-21
991,1991-05-22
992,1994-12-21
993,1991-12-19
994,1994-12-14
995,1991-12-04
996,1991-11-13
997,1994-12-21
998,1995-02-08
999,1976-07-08
1000,1989-06-05
1001,1991-10-23
1002,1991-04-17
1003,1991-05-22
1004,1991-06-19
1005,1991-04-17
1006,1995-04-05
1007,1981-12-16
1008,1995-01-25
1009,1977-03-31
1010,1983-09-13
1011,1990-07-31
1012,1990-12-19
1013,1990-11-07
1014,1964-06-22
1015,1986-10-24
1016,1995-04-19
1017,1995-05-03
1018,1995-05-03
1019,1995-06-12
1020,1995-06-12
1021,1978-11-09
1022,1995-05-10
1023,1995-07-28
1024,1996-04-16
1025,1985-08-29
1026,1980-08-08
1027,1996-07-09
1028,1996-07-08
1029,1997-06-10
1030,1997-06-17
1031,1997-06-03
1032,1997-07-15
1033,1997-06-17
1034,1997-06-24
1035,1997-06-17
1036,1997-06-17
1037,1997-07-23
1038,1997-12-16
1039,1998-04-28
1040,1998-06-30
1041,1998-07-14
1042,1998-07-14
1043,1998-09-22
1044,1998-07-14
1045,1998-12-01
1046,1999-03-09
1047,1999-03-09
1048,1999-05-18
1049,1999-05-11
1050,1999-09-14
1051,2000-02-11
1052,2001-07-13
1053,1981-08-24
1054,1985-08-01
1055,2001-05-04
1056,2001-01-26
1057,2002-01-11
1058,2002-01-11
1059,2002-01-11
1060,2002-01-11
1061,2002-01-11
1062,2002-01-11
1063,2002-02-22
1064,1982-07-20
1065,1982-12-30
1066,2002-05-24
1067,2002-10-25
1068,2003-02-21
1069,2003-01-24
1070,2003-01-31
1071,2003-02-21
1072,2003-02-14
1073,1976-07-08
1074,2003-02-21
1075,2003-09-12
1076,2003-09-12
1077,2003-11-21
1078,2004-03-05
1079,2004-06-25
1080,2004-10-29
1081,2005-04-15
1082,1979-01-14
1083,2006-04-24
1084,2010-10-01
1085,2011-05-27
1086,2012-03-02
1087,2016-08-30
1088,2017-07-07
1089,2017-09-08
1090,2018-06-08
1091,2020-11-13
1092,1991-07-17
1093,1994-04-20
1094,1990-06-27
1095,1990-07-31
1096,1994-05-18
1097,1990-09-26
1098,1990-07-31
1099,1990-07-31
1100,1989-06-14
1101,1982-07-20
1102,1993-12-22
1103,1981-05-19
1104,1993-12-08
1105,1977-04-15
1106,1991-03-27
1107,1991-03-27
1108,1993-04-28
1109,1991-06-12
1110,1991-07-17
1111,1993-12-15
1112,1990-07-31
1113,1994-07-13
1114,1992-04-09
1115,1975-10-09
1116,1978-11-09
1117,1993-12-15
1118,1992-06-25
1119,1993-09-15
1120,1993-12-01
1121,1992-04-29
1122,1993-07-07
1123,1993-07-22
1124,1993-07-22
1125,1993-07-22
1126,1993-07-22
1127,1990-04-26
1128,1993-03-24
1129,1993-05-05
1130,1992-02-27
1131,1993-02-16
1132,1982-07-20
1133,1982-07-20
1134,1982-07-20
1135,1982-12-30
1136,1984-03-31
1137,1991-10-16
1138,1976-12-24
1139,1994-12-21
1140,1994-11-09
1141,1992-09-09
1142,1989-06-05
1143,1990-12-19
1144,1979-07-27
1145,1994-12-21
1146,1991-05-22
1147,1994-12-21
1148,1991-12-19
1149,1994-12-14
1150,1991-12-04
1151,1991-11-13
1152,1994-12-21
1153,1995-02-08
1154,1976-07-08
1155,1989-06-05
1156,1991-10-23
1157,1991-04-17
1158,1991-05-22
1159,1991-06-19
1160,1991-04-17
1161,1995-04-05
1162,1981-12-16
1163,1995-01-25
1164,1977-03-31
1165,1983-09-13
1166,1990-07-31
1167,1990-12-19
1168,1990-11-07
1169,1986-10-24
1170,1995-04-19
1171,1995-05-03
1172,1995-05-03
1173,1995-06-12
1174,1995-06-12
1175,1978-11-09
1176,1995-05-10
1177,1995-07-28
1178,1996-04-16
1179,1985-08-29
1180,1980-08-08
1181,1996-07-09
1182,1996-07-08
1183,1997-06-10
1184,1997-06-17
1185,1997-06-03
1186,1997-07-15
1187,1997-06-17
1188,1997-06-24
1189,1997-06-17
1190,1997-06-17
1191,1997-07-23
1192,1997-12-16
1193,1998-04-28
1194,1998-06-30
1195,1998-07-14
1196,1998-07-14
1197,1998-09-22
1198,1998-07-14
1199,1998-12-01
1200,1999-03-09
1201,1999-03-09
1202,1999-05-18
1203,1999-05-11
1204,1999-09-14
1205,2000-02-11
1206,2001-07-13
1207,1981-08-24
1208,1985-08-01
1209,2001-05-04
1210,2001-01-26
1211,2002-01-11
1212,2002-01-11
1213,2002-01-11
1214,2002-01-11
1215,2002-01-11
1216,2002-01-11
1217,2002-02-22
1218,1982-07-20
1219,1982-12-30
1220,2002-05-24
1221,2002-10-25
1222,2003-02-21
1223,2003-01-24
1224,2003-01-31
1225,2003-02-21
1226,2003-02-14
1227,1976-07-08
1228,2003-02-21
1229,2003-09-12
1230,2003-09-12
1231,2003-11-21
1232,2004-03-05
1233,2004-06-25
1234,2004-10-29
1235,2005-04-15
1236,1979-01-14
1237,2006-04-24
1238,2015-06-12
1239,1991-07-17
1240,1994-04-20
1241,1990-06-27
1242,1990-07-31
1243,1994-05-18
1244,1990-09-26
1245,1990-07-31
1246,1990-07-31
1247,1989-06-14
1248,1982-07-20
1249,1993-12-22
1250,1981-05-19
1251,1993-12-08
1252,1977-04-15
1253,1991-03-27
1254,1991-03-27
1255,1993-04-28
1256,1991-06-12
1257,1991-07-17
1258,1993-12-15
1259,1990-07-31
1260,1994-07-13
1261,1992-04-09
1262,1975-10-09
1263,1978-11-09
1264,1993-12-15
1265,1992-06-25
1266,1993-09-15
1267,1993-12-01
1268,1992-04-29
1269,1993-07-07
1270,1993-07-22
1271,1993-07-22
1272,1993-07-22
1273,1993-07-22
1274,1990-04-26
1275,1993-03-24
1276,1993-05-05
1277,1992-02-27
1278,1993-02-16
1279,1982-07-20
1280,1982-07-20
1281,1982-07-20
1282,1982-12-30
1283,1984-03-31
1284,1991-10-16
1285,1976-12-24
1286,1994-12-21
1287,1994-11-09
1288,1992-09-09
1289,1989-06-05
1290,1990-12-19
1291,1979-07-27
1292,1994-12-21
1293,1991-05-22
1294,1994-12-21
1295,1991-12-19
1296,1994-12-14
1297,1991-12-04
1298,1991-11-13
1299,1994-12-21
1300,1995-02-08
1301,1976-07-08
1302,1989-06-05
1303,1991-10-23
1304,1991-04-17
1305,1991-05-22
1306,1991-06-19
1307,1991-04-17
1308,1995-04-05
1309,1981-12-16
1310,1995-01-25
1311,1977-03-31
1312,1983-09-13
1313,1990-07-31
1314,1990-12-19
1315,1990-11-07
1316,1986-10-24
1317,1995-04-19
1318,1995-05-03
1319,1995-05-03
1320,1995-06-12
1321,1995-06-12
1322,1978-11-09
1323,1995-05-10
1324,1995-07-28
1325,1996-04-16
1326,1985-08-29
1327,1980-08-08
1328,1996-07-09
1329,1996-07-08
1330,1997-06-10
1331,1997-06-17
1332,1997-06-03
1333,1997-07-15
1334,1997-06-17
1335,1997-06-24
1336,1997-06-17
1337,1997-06-17
1338,1997-07-23
1339,1997-12-16
1340,1998-04-28
1341,1998-06-30
1342,1998-07-14
1343,1998-07-14
1344,1998-09-22
1345,1998-07-14
1346,1998-12-01
1347,1999-03-09
1348,1999-03-09
1349,1999-05-18
1350,1999-05-11
1351,1999-09-14
1352,2000-02-11
1353,2001-07-13
1354,1981-08-24
1355,1985-08-01
1356,2001-05-04
1357,2001-01-26
1358,2002-01-11
1359,2002-01-11
1360,2002-01-11
1361,2002-01-11
1362,2002-01-11
1363,2002-01-11
1364,2002-02-22
1365,1982-07-20
1366,1982-12-30
1367,2002-05-24
1368,2002-10-25
1369,2003-02-21
1370,2003-01-24
1371,2003-01-31
1372,2003-02-21
1373,2003-02-14
1374,1976-07-08
1375,2003-02-21
1376,2003-09-12
1377,2003-09-12
1378,2003-11-21
1379,2004-03-05
1380,2004-06-25
1381,2004-10-29
1382,2005-04-15
1383,1979-01-14
1384,2006-04-24
1385,1991-07-17
1386,1994-04-20
1387,1990-06-27
1388,1990-07-31
1389,1994-05-18
1390,1990-09-26
1391,1990-07-31
1392,1990-07-31
1393,1989-06-14
1394,1982-07-20
1395,1993-12-22
1396,1981-05-19
1397,1993-12-08
1398,1977-04-15
1399,1991-03-27
1400,1991-03-27
1401,1993-04-28
1402,1991-06-12
1403,1991-07-17
1404,1993-12-15
1405,1990-07-31
1406,1994-07-13
1407,1992-04-09
1408,1975-10-09
1409,1978-11-09
1410,1993-12-15
1411,1992-06-25
1412,1993-09-15
1413,1993-12-01
1414,1992-04-29
1415,1993-07-07
1416,1993-07-22
1417,1993-07-22
1418,1993-07-22
1419,1993-07-22
1420,1990-04-26
1421,1993-03-24
1422,1993-05-05
1423,1992-02-27
1424,1993-02-16
1425,1982-07-20
1426,1982-07-20
1427,1982-07-20
1428,1982-12-30
1429,1984-03-31
1430,1991-10-16
1431,1976-12-24
1432,1994-12-21
1433,1994-11-09
1434,1992-09-09
1435,1989-06-05
1436,1990-12-19
1437,1979-07-27
1438,1994-12-21
1439,1991-05-22
1440,1994-12-21
1441,1991-12-19
1442,1994-12-14
1443,1991-12-04
1444,1991-11-13
1445,1994-12-21
1446,1995-02-08
1447,1976-07-08
1448,1989-06-05
1449,1991-10-23
1450,1991-04-17
1451,1991-05-22
1452,1991-06-19
1453,1991-04-17
1454,1995-04-05
1455,1981-12-16
1456,1995-01-25
1457,1977-03-31
1458,1983-09-13
1459,1990-07-31
1460,1990-12-19
1461,1990-11-07
1462,1986-10-24
1463,1995-04-19
1464,1995-05-03
1465,1995-05-03
1466,1995-06-12
1467,1995-06-12
1468,1978-11-09
1469,1995-05-10
1470,1995-07-28
1471,1996-04-16
1472,1985-08-29
1473,1980-08-08
1474,1996-07-09
1475,1996-07-08
1476,1997-06-10
1477,1997-06-17
1478,1997-06-03
1479,1997-07-15
1480,1997-06-17
1481,1997-06-24
1482,1997-06-17
1483,1997-06-17
1484,1997-07-23
1485,1997-12-16
1486,1998-04-28
1487,1998-06-30
1488,1998-07-14
1489,1998-07-14
1490,1998-09-22
1491,1998-07-14
1492,1998-12-01
1493,1999-03-09
1494,1999-03-09
1495,1999-05-18
1496,1999-05-11
1497,1999-09-14
