art_v_id,startdate,enddate,title
1015859,1990-01-01T00:00:00,,houdende nadere regelen betreffende de milieuheffingen ter bescherming van de oppervlaktewateren tegen verontreiniging
1015860,1990-01-01T00:00:00,,houdende nadere regelen betreffende de milieuheffingen ter bescherming van de oppervlaktewateren tegen verontreiniging
1015861,1990-01-01T00:00:00,,houdende nadere regelen betreffende de milieuheffingen ter bescherming van de oppervlaktewateren tegen verontreiniging
1015862,1990-01-01T00:00:00,,houdende nadere regelen betreffende de milieuheffingen ter bescherming van de oppervlaktewateren tegen verontreiniging
1241249,2014-08-01T00:00:00,2020-12-31T00:00:00,tot bepaling van de nadere regels met betrekking tot de beheeraspecten van sociale huisvestingsmaatschappijen en tot wijziging van het besluit van de Vlaamse Regering van 22 oktober 2010 tot vaststelling van de aanvullende voorwaarden en de procedure voor de erkenning als sociale huisvestingsmaatschappij en tot vaststelling van de procedure voor de beoordeling van de prestaties van sociale huisvestingsmaatschappijen
1016212,1995-08-01T00:00:00,,houdende algemene en sectorale bepalingen inzake milieuhygiëne
1016227,1995-08-01T00:00:00,,houdende algemene en sectorale bepalingen inzake milieuhygiëne
1016228,1995-08-01T00:00:00,,houdende algemene en sectorale bepalingen inzake milieuhygiëne
1016229,1995-08-01T00:00:00,,houdende algemene en sectorale bepalingen inzake milieuhygiëne
1016231,1995-08-01T00:00:00,,houdende algemene en sectorale bepalingen inzake milieuhygiëne
1016232,1995-08-01T00:00:00,,houdende algemene en sectorale bepalingen inzake milieuhygiëne
1016234,1995-08-01T00:00:00,,houdende algemene en sectorale bepalingen inzake milieuhygiëne
1016243,1995-08-01T00:00:00,,houdende algemene en sectorale bepalingen inzake milieuhygiëne
1016247,1995-08-01T00:00:00,,houdende algemene en sectorale bepalingen inzake milieuhygiëne
1016251,1995-08-01T00:00:00,,houdende algemene en sectorale bepalingen inzake milieuhygiëne
1016253,1995-08-01T00:00:00,,houdende algemene en sectorale bepalingen inzake milieuhygiëne
1016255,1995-08-01T00:00:00,,houdende algemene en sectorale bepalingen inzake milieuhygiëne
1016256,1995-08-01T00:00:00,,houdende algemene en sectorale bepalingen inzake milieuhygiëne
1016257,1995-08-01T00:00:00,,houdende algemene en sectorale bepalingen inzake milieuhygiëne
1016260,1995-08-01T00:00:00,,houdende algemene en sectorale bepalingen inzake milieuhygiëne
1049065,,,"tussen de Vlaamse regering en de Regering van de Republiek Bulgarije, ondertekend te Sofia op 18 mei 2001 - uitwisseling van de ratificatie-instrumenten"
1049066,,,"tussen de Vlaamse regering en de Regering van de Republiek Bulgarije, ondertekend te Sofia op 18 mei 2001 - uitwisseling van de ratificatie-instrumenten"
1049067,,,"tussen de Vlaamse regering en de Regering van de Republiek Bulgarije, ondertekend te Sofia op 18 mei 2001 - uitwisseling van de ratificatie-instrumenten"
1049068,,,"tussen de Vlaamse regering en de Regering van de Republiek Bulgarije, ondertekend te Sofia op 18 mei 2001 - uitwisseling van de ratificatie-instrumenten"
1049069,,,"tussen de Vlaamse regering en de Regering van de Republiek Bulgarije, ondertekend te Sofia op 18 mei 2001 - uitwisseling van de ratificatie-instrumenten"
1049070,,,"tussen de Vlaamse regering en de Regering van de Republiek Bulgarije, ondertekend te Sofia op 18 mei 2001 - uitwisseling van de ratificatie-instrumenten"
1049071,,,"tussen de Vlaamse regering en de Regering van de Republiek Bulgarije, ondertekend te Sofia op 18 mei 2001 - uitwisseling van de ratificatie-instrumenten"
1049072,,,"tussen de Vlaamse regering en de Regering van de Republiek Bulgarije, ondertekend te Sofia op 18 mei 2001 - uitwisseling van de ratificatie-instrumenten"
1049073,,,"tussen de Vlaamse regering en de Regering van de Republiek Bulgarije, ondertekend te Sofia op 18 mei 2001 - uitwisseling van de ratificatie-instrumenten"
1049074,,,"tussen de Vlaamse regering en de Regering van de Republiek Bulgarije, ondertekend te Sofia op 18 mei 2001 - uitwisseling van de ratificatie-instrumenten"
1049075,,,"tussen de Vlaamse regering en de Regering van de Republiek Bulgarije, ondertekend te Sofia op 18 mei 2001 - uitwisseling van de ratificatie-instrumenten"
1049076,,,"tussen de Vlaamse regering en de Regering van de Republiek Bulgarije, ondertekend te Sofia op 18 mei 2001 - uitwisseling van de ratificatie-instrumenten"
1049077,,,"tussen de Vlaamse regering en de Regering van de Republiek Bulgarije, ondertekend te Sofia op 18 mei 2001 - uitwisseling van de ratificatie-instrumenten"
1049078,,,"tussen de Vlaamse regering en de Regering van de Republiek Bulgarije, ondertekend te Sofia op 18 mei 2001 - uitwisseling van de ratificatie-instrumenten"
1049079,,,"tussen de Vlaamse regering en de Regering van de Republiek Bulgarije, ondertekend te Sofia op 18 mei 2001 - uitwisseling van de ratificatie-instrumenten"
1049080,,,"tussen de Vlaamse regering en de Regering van de Republiek Bulgarije, ondertekend te Sofia op 18 mei 2001 - uitwisseling van de ratificatie-instrumenten"
1049081,,,"tussen de Regering van de Tsjechische Republiek en de Vlaamse regering, ondertekend in Praag op 12 februari 2002 - uitwisseling van ratificatie-instrumenten"
1049082,,,"tussen de Regering van de Tsjechische Republiek en de Vlaamse regering, ondertekend in Praag op 12 februari 2002 - uitwisseling van ratificatie-instrumenten"
1049083,,,"tussen de Regering van de Tsjechische Republiek en de Vlaamse regering, ondertekend in Praag op 12 februari 2002 - uitwisseling van ratificatie-instrumenten"
1049084,,,"tussen de Regering van de Tsjechische Republiek en de Vlaamse regering, ondertekend in Praag op 12 februari 2002 - uitwisseling van ratificatie-instrumenten"
1049085,,,"tussen de Regering van de Tsjechische Republiek en de Vlaamse regering, ondertekend in Praag op 12 februari 2002 - uitwisseling van ratificatie-instrumenten"
1049086,,,"tussen de Regering van de Tsjechische Republiek en de Vlaamse regering, ondertekend in Praag op 12 februari 2002 - uitwisseling van ratificatie-instrumenten"
1049087,,,"tussen de Regering van de Tsjechische Republiek en de Vlaamse regering, ondertekend in Praag op 12 februari 2002 - uitwisseling van ratificatie-instrumenten"
1049088,,,"tussen de Regering van de Tsjechische Republiek en de Vlaamse regering, ondertekend in Praag op 12 februari 2002 - uitwisseling van ratificatie-instrumenten"
1049089,,,"tussen de Regering van de Tsjechische Republiek en de Vlaamse regering, ondertekend in Praag op 12 februari 2002 - uitwisseling van ratificatie-instrumenten"
1049090,,,"tussen de Regering van de Tsjechische Republiek en de Vlaamse regering, ondertekend in Praag op 12 februari 2002 - uitwisseling van ratificatie-instrumenten"
1049091,,,"tussen de Regering van de Tsjechische Republiek en de Vlaamse regering, ondertekend in Praag op 12 februari 2002 - uitwisseling van ratificatie-instrumenten"
1049092,,,"tussen de Regering van de Tsjechische Republiek en de Vlaamse regering, ondertekend in Praag op 12 februari 2002 - uitwisseling van ratificatie-instrumenten"
1049093,,,"tussen de Regering van de Tsjechische Republiek en de Vlaamse regering, ondertekend in Praag op 12 februari 2002 - uitwisseling van ratificatie-instrumenten"
1049094,,,"tussen de Regering van de Tsjechische Republiek en de Vlaamse regering, ondertekend in Praag op 12 februari 2002 - uitwisseling van ratificatie-instrumenten"
1049095,,,"tussen de Regering van de Tsjechische Republiek en de Vlaamse regering, ondertekend in Praag op 12 februari 2002 - uitwisseling van ratificatie-instrumenten"
1016340,1995-08-01T00:00:00,,houdende algemene en sectorale bepalingen inzake milieuhygiëne
1016341,1995-08-01T00:00:00,,houdende algemene en sectorale bepalingen inzake milieuhygiëne
1016363,1995-08-01T00:00:00,,houdende algemene en sectorale bepalingen inzake milieuhygiëne
1016366,1995-08-01T00:00:00,,houdende algemene en sectorale bepalingen inzake milieuhygiëne
1016378,1995-08-01T00:00:00,,houdende algemene en sectorale bepalingen inzake milieuhygiëne
1016418,1995-08-01T00:00:00,,houdende algemene en sectorale bepalingen inzake milieuhygiëne
1016424,1995-08-01T00:00:00,,houdende algemene en sectorale bepalingen inzake milieuhygiëne
1016438,1995-08-01T00:00:00,,houdende algemene en sectorale bepalingen inzake milieuhygiëne
1016440,1995-08-01T00:00:00,,houdende algemene en sectorale bepalingen inzake milieuhygiëne
1016443,1995-08-01T00:00:00,,houdende algemene en sectorale bepalingen inzake milieuhygiëne
1016444,1995-08-01T00:00:00,,houdende algemene en sectorale bepalingen inzake milieuhygiëne
1016449,1995-08-01T00:00:00,,houdende algemene en sectorale bepalingen inzake milieuhygiëne
1016450,1995-08-01T00:00:00,,houdende algemene en sectorale bepalingen inzake milieuhygiëne
1016451,1995-08-01T00:00:00,,houdende algemene en sectorale bepalingen inzake milieuhygiëne
1016452,1995-08-01T00:00:00,,houdende algemene en sectorale bepalingen inzake milieuhygiëne
1016454,1995-08-01T00:00:00,,houdende algemene en sectorale bepalingen inzake milieuhygiëne
1016456,1995-08-01T00:00:00,,houdende algemene en sectorale bepalingen inzake milieuhygiëne
1016457,1995-08-01T00:00:00,,houdende algemene en sectorale bepalingen inzake milieuhygiëne
1016458,1995-08-01T00:00:00,,houdende algemene en sectorale bepalingen inzake milieuhygiëne
1016459,1995-08-01T00:00:00,,houdende algemene en sectorale bepalingen inzake milieuhygiëne
1016468,1995-08-01T00:00:00,,houdende algemene en sectorale bepalingen inzake milieuhygiëne
1016481,1995-08-01T00:00:00,,houdende algemene en sectorale bepalingen inzake milieuhygiëne
1016536,1995-08-01T00:00:00,,houdende algemene en sectorale bepalingen inzake milieuhygiëne
1016537,1995-08-01T00:00:00,,houdende algemene en sectorale bepalingen inzake milieuhygiëne
1016539,1995-08-01T00:00:00,,houdende algemene en sectorale bepalingen inzake milieuhygiëne
1016541,1995-08-01T00:00:00,,houdende algemene en sectorale bepalingen inzake milieuhygiëne
1016568,1995-08-01T00:00:00,,houdende algemene en sectorale bepalingen inzake milieuhygiëne
1016577,1995-08-01T00:00:00,,houdende algemene en sectorale bepalingen inzake milieuhygiëne
1016580,1995-08-01T00:00:00,,houdende algemene en sectorale bepalingen inzake milieuhygiëne
1016582,1995-08-01T00:00:00,,houdende algemene en sectorale bepalingen inzake milieuhygiëne
1016583,1995-08-01T00:00:00,,houdende algemene en sectorale bepalingen inzake milieuhygiëne
1016584,1995-08-01T00:00:00,,houdende algemene en sectorale bepalingen inzake milieuhygiëne
1016587,1995-08-01T00:00:00,,houdende algemene en sectorale bepalingen inzake milieuhygiëne
1016588,1995-08-01T00:00:00,,houdende algemene en sectorale bepalingen inzake milieuhygiëne
1016590,1995-08-01T00:00:00,,houdende algemene en sectorale bepalingen inzake milieuhygiëne
1016597,1995-08-01T00:00:00,,houdende algemene en sectorale bepalingen inzake milieuhygiëne
1123317,1995-08-01T00:00:00,,houdende algemene en sectorale bepalingen inzake milieuhygiëne
1016602,1995-08-01T00:00:00,,houdende algemene en sectorale bepalingen inzake milieuhygiëne
1016605,1995-08-01T00:00:00,,houdende algemene en sectorale bepalingen inzake milieuhygiëne
1016607,1995-08-01T00:00:00,,houdende algemene en sectorale bepalingen inzake milieuhygiëne
1016614,1995-08-01T00:00:00,,houdende algemene en sectorale bepalingen inzake milieuhygiëne
1016634,1995-08-01T00:00:00,,houdende algemene en sectorale bepalingen inzake milieuhygiëne
1016644,1995-08-01T00:00:00,,houdende algemene en sectorale bepalingen inzake milieuhygiëne
1016646,1995-08-01T00:00:00,,houdende algemene en sectorale bepalingen inzake milieuhygiëne
1016650,1995-08-01T00:00:00,,houdende algemene en sectorale bepalingen inzake milieuhygiëne
1016653,1995-08-01T00:00:00,,houdende algemene en sectorale bepalingen inzake milieuhygiëne
1016665,1995-08-01T00:00:00,,houdende algemene en sectorale bepalingen inzake milieuhygiëne
1016666,1995-08-01T00:00:00,,houdende algemene en sectorale bepalingen inzake milieuhygiëne
1016676,1995-08-01T00:00:00,,houdende algemene en sectorale bepalingen inzake milieuhygiëne
1016677,1995-08-01T00:00:00,,houdende algemene en sectorale bepalingen inzake milieuhygiëne
1016681,1995-08-01T00:00:00,,houdende algemene en sectorale bepalingen inzake milieuhygiëne
1016691,1995-08-01T00:00:00,,houdende algemene en sectorale bepalingen inzake milieuhygiëne
1016696,1995-08-01T00:00:00,,houdende algemene en sectorale bepalingen inzake milieuhygiëne
1189156,1963-09-01T00:00:00,,houdende taalregeling in het onderwijs
1189157,1963-09-01T00:00:00,,houdende taalregeling in het onderwijs
1189158,1963-09-01T00:00:00,,houdende taalregeling in het onderwijs
1189159,1963-09-01T00:00:00,,houdende taalregeling in het onderwijs
1189160,1963-09-01T00:00:00,,houdende taalregeling in het onderwijs
1189162,1963-09-01T00:00:00,,houdende taalregeling in het onderwijs
1189163,1963-09-01T00:00:00,,houdende taalregeling in het onderwijs
1189164,1963-09-01T00:00:00,,houdende taalregeling in het onderwijs
1189165,1963-09-01T00:00:00,,houdende taalregeling in het onderwijs
1189166,1963-09-01T00:00:00,,houdende taalregeling in het onderwijs
1189167,1963-09-01T00:00:00,,houdende taalregeling in het onderwijs
1189168,1963-09-01T00:00:00,,houdende taalregeling in het onderwijs
1189169,1963-09-01T00:00:00,,houdende taalregeling in het onderwijs
1189170,1963-09-01T00:00:00,,houdende taalregeling in het onderwijs
1189171,1963-09-01T00:00:00,,houdende taalregeling in het onderwijs
1189172,1963-09-01T00:00:00,,houdende taalregeling in het onderwijs
1189173,1963-09-01T00:00:00,,houdende taalregeling in het onderwijs
1189174,1963-09-01T00:00:00,,houdende taalregeling in het onderwijs
1189175,1963-09-01T00:00:00,,houdende taalregeling in het onderwijs
1189176,1963-09-01T00:00:00,,houdende taalregeling in het onderwijs
1189177,1963-09-01T00:00:00,,houdende taalregeling in het onderwijs
1189178,1963-09-01T00:00:00,,houdende taalregeling in het onderwijs
1189179,1963-09-01T00:00:00,,houdende taalregeling in het onderwijs
1189180,1963-09-01T00:00:00,,houdende taalregeling in het onderwijs
1016746,1995-08-01T00:00:00,,houdende algemene en sectorale bepalingen inzake milieuhygiëne
1016821,1995-08-01T00:00:00,,houdende algemene en sectorale bepalingen inzake milieuhygiëne
1016823,1995-08-01T00:00:00,,houdende algemene en sectorale bepalingen inzake milieuhygiëne
1016843,1995-08-01T00:00:00,,houdende algemene en sectorale bepalingen inzake milieuhygiëne
1016845,1995-08-01T00:00:00,,houdende algemene en sectorale bepalingen inzake milieuhygiëne
1016846,1995-08-01T00:00:00,,houdende algemene en sectorale bepalingen inzake milieuhygiëne
1016847,1995-08-01T00:00:00,,houdende algemene en sectorale bepalingen inzake milieuhygiëne
1016855,1995-08-01T00:00:00,,houdende algemene en sectorale bepalingen inzake milieuhygiëne
1016857,1995-08-01T00:00:00,,houdende algemene en sectorale bepalingen inzake milieuhygiëne
1016858,1995-08-01T00:00:00,,houdende algemene en sectorale bepalingen inzake milieuhygiëne
1016859,1995-08-01T00:00:00,,houdende algemene en sectorale bepalingen inzake milieuhygiëne
1016888,1995-08-01T00:00:00,,houdende algemene en sectorale bepalingen inzake milieuhygiëne
1016893,1995-08-01T00:00:00,,houdende algemene en sectorale bepalingen inzake milieuhygiëne
1189586,1995-08-01T00:00:00,,houdende algemene en sectorale bepalingen inzake milieuhygiëne
1049736,,,"tussen de Vlaamse regering en de Regering van Roemenië, ondertekend in Boekarest op 12 juni 1997"
1049737,,,"tussen de Vlaamse regering en de Regering van Roemenië, ondertekend in Boekarest op 12 juni 1997"
1049738,,,"tussen de Vlaamse regering en de Regering van Roemenië, ondertekend in Boekarest op 12 juni 1997"
1049739,,,"tussen de Vlaamse regering en de Regering van Roemenië, ondertekend in Boekarest op 12 juni 1997"
1049740,,,"tussen de Vlaamse regering en de Regering van Roemenië, ondertekend in Boekarest op 12 juni 1997"
1049741,,,"tussen de Vlaamse regering en de Regering van Roemenië, ondertekend in Boekarest op 12 juni 1997"
1049742,,,"tussen de Vlaamse regering en de Regering van Roemenië, ondertekend in Boekarest op 12 juni 1997"
1049743,,,"tussen de Vlaamse regering en de Regering van Roemenië, ondertekend in Boekarest op 12 juni 1997"
1049744,,,"tussen de Vlaamse regering en de Regering van Roemenië, ondertekend in Boekarest op 12 juni 1997"
1049745,,,"tussen de Vlaamse regering en de Regering van Roemenië, ondertekend in Boekarest op 12 juni 1997"
1049746,,,"tussen de Vlaamse regering en de Regering van Roemenië, ondertekend in Boekarest op 12 juni 1997"
1049747,,,"tussen de Vlaamse regering en de Regering van Roemenië, ondertekend in Boekarest op 12 juni 1997"
1017011,1995-08-01T00:00:00,,houdende algemene en sectorale bepalingen inzake milieuhygiëne
1017012,1995-08-01T00:00:00,,houdende algemene en sectorale bepalingen inzake milieuhygiëne
1017014,1995-08-01T00:00:00,,houdende algemene en sectorale bepalingen inzake milieuhygiëne
1017018,1995-08-01T00:00:00,,houdende algemene en sectorale bepalingen inzake milieuhygiëne
1017019,1995-08-01T00:00:00,,houdende algemene en sectorale bepalingen inzake milieuhygiëne
1017023,1995-08-01T00:00:00,,houdende algemene en sectorale bepalingen inzake milieuhygiëne
1017024,1995-08-01T00:00:00,,houdende algemene en sectorale bepalingen inzake milieuhygiëne
1017025,1995-08-01T00:00:00,,houdende algemene en sectorale bepalingen inzake milieuhygiëne
1017057,1995-08-01T00:00:00,,houdende algemene en sectorale bepalingen inzake milieuhygiëne
1017064,1995-08-01T00:00:00,,houdende algemene en sectorale bepalingen inzake milieuhygiëne
1017065,1995-08-01T00:00:00,,houdende algemene en sectorale bepalingen inzake milieuhygiëne
1017067,1995-08-01T00:00:00,,houdende algemene en sectorale bepalingen inzake milieuhygiëne
1017068,1995-08-01T00:00:00,,houdende algemene en sectorale bepalingen inzake milieuhygiëne
1017069,1995-08-01T00:00:00,,houdende algemene en sectorale bepalingen inzake milieuhygiëne
1017070,1995-08-01T00:00:00,,houdende algemene en sectorale bepalingen inzake milieuhygiëne
1017071,1995-08-01T00:00:00,,houdende algemene en sectorale bepalingen inzake milieuhygiëne
1017072,1995-08-01T00:00:00,,houdende algemene en sectorale bepalingen inzake milieuhygiëne
1017074,1995-08-01T00:00:00,,houdende algemene en sectorale bepalingen inzake milieuhygiëne
1017075,1995-08-01T00:00:00,,houdende algemene en sectorale bepalingen inzake milieuhygiëne
1017077,1995-08-01T00:00:00,,houdende algemene en sectorale bepalingen inzake milieuhygiëne
1017080,1995-08-01T00:00:00,,houdende algemene en sectorale bepalingen inzake milieuhygiëne
1017082,1995-08-01T00:00:00,,houdende algemene en sectorale bepalingen inzake milieuhygiëne
1017083,1995-08-01T00:00:00,,houdende algemene en sectorale bepalingen inzake milieuhygiëne
1017086,1995-08-01T00:00:00,,houdende algemene en sectorale bepalingen inzake milieuhygiëne
1017087,1995-08-01T00:00:00,,houdende algemene en sectorale bepalingen inzake milieuhygiëne
1017091,1995-08-01T00:00:00,,houdende algemene en sectorale bepalingen inzake milieuhygiëne
1017094,1995-08-01T00:00:00,,houdende algemene en sectorale bepalingen inzake milieuhygiëne
1017095,1995-08-01T00:00:00,,houdende algemene en sectorale bepalingen inzake milieuhygiëne
1017129,1995-08-01T00:00:00,,houdende algemene en sectorale bepalingen inzake milieuhygiëne
1017146,1995-08-01T00:00:00,,houdende algemene en sectorale bepalingen inzake milieuhygiëne
1017152,1995-08-01T00:00:00,,houdende algemene en sectorale bepalingen inzake milieuhygiëne
1017153,1995-08-01T00:00:00,,houdende algemene en sectorale bepalingen inzake milieuhygiëne
1284420,1995-08-01T00:00:00,,houdende algemene en sectorale bepalingen inzake milieuhygiëne
1010820,,,betreffende het onderwijs VI
1010821,,,betreffende het onderwijs VI
1016314,1995-08-01T00:00:00,,houdende algemene en sectorale bepalingen inzake milieuhygiëne
1016315,1995-08-01T00:00:00,,houdende algemene en sectorale bepalingen inzake milieuhygiëne
1016316,1995-08-01T00:00:00,,houdende algemene en sectorale bepalingen inzake milieuhygiëne
1295216,2016-08-22T00:00:00,,houdende werkingssubsidies aan de Vlaamse Gemeenschapscommissie voor de beleidsperiode 2016-2020 en aan intergemeentelijke samenwerkingsverbanden voor de uitvoering van een lokaal cultureel-erfgoedbeleid voor de periode 2018-2020
1295217,2016-08-22T00:00:00,,houdende werkingssubsidies aan de Vlaamse Gemeenschapscommissie voor de beleidsperiode 2016-2020 en aan intergemeentelijke samenwerkingsverbanden voor de uitvoering van een lokaal cultureel-erfgoedbeleid voor de periode 2018-2020
1295218,2016-08-22T00:00:00,,houdende werkingssubsidies aan de Vlaamse Gemeenschapscommissie voor de beleidsperiode 2016-2020 en aan intergemeentelijke samenwerkingsverbanden voor de uitvoering van een lokaal cultureel-erfgoedbeleid voor de periode 2018-2020
1295219,2016-08-22T00:00:00,,houdende werkingssubsidies aan de Vlaamse Gemeenschapscommissie voor de beleidsperiode 2016-2020 en aan intergemeentelijke samenwerkingsverbanden voor de uitvoering van een lokaal cultureel-erfgoedbeleid voor de periode 2018-2020
1250473,1995-08-01T00:00:00,,houdende algemene en sectorale bepalingen inzake milieuhygiëne
1142332,2009-09-14T00:00:00,,houdende de erkenning van de laboratoria voor het uitvoeren van analyses tot uitvoering van het decreet van 22 december 2006 houdende de bescherming van water tegen de verontreiniging door nitraten uit agrarische bronnen
1142333,2009-09-14T00:00:00,,houdende de erkenning van de laboratoria voor het uitvoeren van analyses tot uitvoering van het decreet van 22 december 2006 houdende de bescherming van water tegen de verontreiniging door nitraten uit agrarische bronnen
1142334,2009-09-14T00:00:00,,houdende de erkenning van de laboratoria voor het uitvoeren van analyses tot uitvoering van het decreet van 22 december 2006 houdende de bescherming van water tegen de verontreiniging door nitraten uit agrarische bronnen
1142335,2009-09-14T00:00:00,,houdende de erkenning van de laboratoria voor het uitvoeren van analyses tot uitvoering van het decreet van 22 december 2006 houdende de bescherming van water tegen de verontreiniging door nitraten uit agrarische bronnen
1142336,2009-09-14T00:00:00,,houdende de erkenning van de laboratoria voor het uitvoeren van analyses tot uitvoering van het decreet van 22 december 2006 houdende de bescherming van water tegen de verontreiniging door nitraten uit agrarische bronnen
1142337,2009-09-14T00:00:00,,houdende de erkenning van de laboratoria voor het uitvoeren van analyses tot uitvoering van het decreet van 22 december 2006 houdende de bescherming van water tegen de verontreiniging door nitraten uit agrarische bronnen
1142338,2009-09-14T00:00:00,,houdende de erkenning van de laboratoria voor het uitvoeren van analyses tot uitvoering van het decreet van 22 december 2006 houdende de bescherming van water tegen de verontreiniging door nitraten uit agrarische bronnen
1142339,2009-09-14T00:00:00,,houdende de erkenning van de laboratoria voor het uitvoeren van analyses tot uitvoering van het decreet van 22 december 2006 houdende de bescherming van water tegen de verontreiniging door nitraten uit agrarische bronnen
1142340,2009-09-14T00:00:00,,houdende de erkenning van de laboratoria voor het uitvoeren van analyses tot uitvoering van het decreet van 22 december 2006 houdende de bescherming van water tegen de verontreiniging door nitraten uit agrarische bronnen
1142341,2009-09-14T00:00:00,,houdende de erkenning van de laboratoria voor het uitvoeren van analyses tot uitvoering van het decreet van 22 december 2006 houdende de bescherming van water tegen de verontreiniging door nitraten uit agrarische bronnen
1142342,2009-09-14T00:00:00,,houdende de erkenning van de laboratoria voor het uitvoeren van analyses tot uitvoering van het decreet van 22 december 2006 houdende de bescherming van water tegen de verontreiniging door nitraten uit agrarische bronnen
1142343,2009-09-14T00:00:00,,houdende de erkenning van de laboratoria voor het uitvoeren van analyses tot uitvoering van het decreet van 22 december 2006 houdende de bescherming van water tegen de verontreiniging door nitraten uit agrarische bronnen
1142344,2009-09-14T00:00:00,,houdende de erkenning van de laboratoria voor het uitvoeren van analyses tot uitvoering van het decreet van 22 december 2006 houdende de bescherming van water tegen de verontreiniging door nitraten uit agrarische bronnen
1142404,2010-01-01T00:00:00,,"betreffende het georganiseerde vrijwilligerswerk in het beleidsdomein Welzijn, Volksgezondheid en Gezin"
1142405,2010-01-01T00:00:00,,"betreffende het georganiseerde vrijwilligerswerk in het beleidsdomein Welzijn, Volksgezondheid en Gezin"
1142407,2010-01-01T00:00:00,,"betreffende het georganiseerde vrijwilligerswerk in het beleidsdomein Welzijn, Volksgezondheid en Gezin"
1142408,2010-01-01T00:00:00,,"betreffende het georganiseerde vrijwilligerswerk in het beleidsdomein Welzijn, Volksgezondheid en Gezin"
1142409,2010-01-01T00:00:00,,"betreffende het georganiseerde vrijwilligerswerk in het beleidsdomein Welzijn, Volksgezondheid en Gezin"
1142410,2010-01-01T00:00:00,,"betreffende het georganiseerde vrijwilligerswerk in het beleidsdomein Welzijn, Volksgezondheid en Gezin"
1142411,2010-01-01T00:00:00,,"betreffende het georganiseerde vrijwilligerswerk in het beleidsdomein Welzijn, Volksgezondheid en Gezin"
1142412,2010-01-01T00:00:00,,"betreffende het georganiseerde vrijwilligerswerk in het beleidsdomein Welzijn, Volksgezondheid en Gezin"
1142413,2010-01-01T00:00:00,,"betreffende het georganiseerde vrijwilligerswerk in het beleidsdomein Welzijn, Volksgezondheid en Gezin"
1142414,2010-01-01T00:00:00,,"betreffende het georganiseerde vrijwilligerswerk in het beleidsdomein Welzijn, Volksgezondheid en Gezin"
1091270,2007-07-01T00:00:00,2020-12-31T00:00:00,"houdende de voorwaarden betreffende sociale leningen met Gewestwaarborg voor het bouwen, kopen, verbouwen of behouden van woningen "
1142415,2010-01-01T00:00:00,,"betreffende het georganiseerde vrijwilligerswerk in het beleidsdomein Welzijn, Volksgezondheid en Gezin"
1142416,2010-01-01T00:00:00,,"betreffende het georganiseerde vrijwilligerswerk in het beleidsdomein Welzijn, Volksgezondheid en Gezin"
1142417,2010-01-01T00:00:00,,"betreffende het georganiseerde vrijwilligerswerk in het beleidsdomein Welzijn, Volksgezondheid en Gezin"
1142418,2010-01-01T00:00:00,,"betreffende het georganiseerde vrijwilligerswerk in het beleidsdomein Welzijn, Volksgezondheid en Gezin"
1142419,2010-01-01T00:00:00,,"betreffende het georganiseerde vrijwilligerswerk in het beleidsdomein Welzijn, Volksgezondheid en Gezin"
1142420,2010-01-01T00:00:00,,"betreffende het georganiseerde vrijwilligerswerk in het beleidsdomein Welzijn, Volksgezondheid en Gezin"
1458640,1995-08-01T00:00:00,,houdende algemene en sectorale bepalingen inzake milieuhygiëne
1050614,,,tussen de Vlaamse Gemeenschap en het Vlaams Gewest en de republiek Slovenië
1050615,,,tussen de Vlaamse Gemeenschap en het Vlaams Gewest en de republiek Slovenië
1050616,,,tussen de Vlaamse Gemeenschap en het Vlaams Gewest en de republiek Slovenië
1050617,,,tussen de Vlaamse Gemeenschap en het Vlaams Gewest en de republiek Slovenië
1050618,,,tussen de Vlaamse Gemeenschap en het Vlaams Gewest en de republiek Slovenië
1050619,,,tussen de Vlaamse Gemeenschap en het Vlaams Gewest en de republiek Slovenië
1050620,,,tussen de Vlaamse Gemeenschap en het Vlaams Gewest en de republiek Slovenië
1050621,,,tussen de Vlaamse Gemeenschap en het Vlaams Gewest en de republiek Slovenië
1050622,,,tussen de Vlaamse Gemeenschap en het Vlaams Gewest en de republiek Slovenië
1050623,,,tussen de Vlaamse Gemeenschap en het Vlaams Gewest en de republiek Slovenië
1050624,,,tussen de Vlaamse Gemeenschap en het Vlaams Gewest en de republiek Slovenië
1050625,,,tussen de Vlaamse Gemeenschap en het Vlaams Gewest en de republiek Slovenië
1050626,,,tussen de Vlaamse Gemeenschap en het Vlaams Gewest en de republiek Slovenië
1050627,,,tussen de Vlaamse Gemeenschap en het Vlaams Gewest en de republiek Slovenië
1050628,,,tussen de Vlaamse Gemeenschap en het Vlaams Gewest en de republiek Slovenië
1406364,2020-10-01T00:00:00,,tot vaststelling van de voorwaarden voor verenigingswerk en vrijwilligerswerk binnen de diensten van de Vlaamse overheid
1406365,2020-10-01T00:00:00,,tot vaststelling van de voorwaarden voor verenigingswerk en vrijwilligerswerk binnen de diensten van de Vlaamse overheid
1406366,2020-10-01T00:00:00,,tot vaststelling van de voorwaarden voor verenigingswerk en vrijwilligerswerk binnen de diensten van de Vlaamse overheid
1406367,2020-10-01T00:00:00,,tot vaststelling van de voorwaarden voor verenigingswerk en vrijwilligerswerk binnen de diensten van de Vlaamse overheid
