ID,cluster,key_id,rel,key_name
1005463,722,1000162,keyword,bekwaamheidsbewijs
1027689,728,1000103,keyword,dagverzorgingscentrum
1013159,734,1000157,keyword,bestuurlijk beleid
1031830,735,1000145,keyword,Kind en Gezin
1031830,735,1000189,keyword,kinderopvang
1008174,741,1000071,keyword,cultuurcentrum
1008174,741,1000170,keyword,volksontwikkeling
1008174,741,1000171,keyword,sociaal-cultureel vormings- en ontwikkelingswerk
1014280,742,1000157,keyword,bestuurlijk beleid
1009193,755,1000156,keyword,bijzondere jeugdbijstand
1016735,764,1000030,keyword,economisch beleid
1016735,764,1000032,keyword,kleine en middelgrote onderneming
1005521,772,1000179,keyword,basisonderwijs
1022150,783,1000071,keyword,cultuurcentrum
1022150,783,1000088,keyword,gemeente
1009638,786,1000041,keyword,onderwijspersoneel
1009638,786,1000042,keyword,personeel onderwijs
1009638,786,1000043,keyword,personeel psycho-medisch-sociaal centrum
1009638,786,1000044,keyword,reaffectatie
1009638,786,1000045,keyword,terbeschikkingstelling ontstentenis van betrekking
1009638,786,1000046,keyword,wachtgeld
1009638,786,1000047,keyword,wedertewerkstelling
1009638,786,1000048,keyword,statuut onderwijspersoneel
1016624,788,1000026,keyword,afval
1018711,793,1000149,keyword,Vlaamse Landmaatschappij
1008428,797,1000131,keyword,secundair onderwijs
1014521,807,1000041,keyword,onderwijspersoneel
1014521,807,1000042,keyword,personeel onderwijs
1014521,807,1000043,keyword,personeel psycho-medisch-sociaal centrum
1014521,807,1000044,keyword,reaffectatie
1014521,807,1000045,keyword,terbeschikkingstelling ontstentenis van betrekking
1014521,807,1000046,keyword,wachtgeld
1014521,807,1000047,keyword,wedertewerkstelling
1014521,807,1000048,keyword,statuut onderwijspersoneel
1004730,825,1000131,keyword,secundair onderwijs
1013680,841,1000030,keyword,economisch beleid
1013680,841,1000031,keyword,KMO
1013680,841,1000032,keyword,kleine en middelgrote onderneming
1013496,842,1000180,keyword,Vlaams Instituut Bevordering Wetenschappelijk-Technologisch Onderzoek Industrie
1013496,842,1000181,keyword,IWT
1009443,846,1000145,keyword,Kind en Gezin
1002973,853,1000065,keyword,gehandicapten
1002973,853,1000066,keyword,mentaal gehandicapten
1002973,853,1000067,keyword,personen met een handicap
1002973,853,1000068,keyword,mindervaliden
1002973,853,1000118,keyword,VFSIPH
1002973,853,1000119,keyword,Vlaams Fonds Sociale Integratie Personen met een Handicap
1002274,855,1000041,keyword,onderwijspersoneel
1002274,855,1000042,keyword,personeel onderwijs
1002274,855,1000043,keyword,personeel psycho-medisch-sociaal centrum
1002274,855,1000044,keyword,reaffectatie
1002274,855,1000045,keyword,terbeschikkingstelling ontstentenis van betrekking
1002274,855,1000046,keyword,wachtgeld
1002274,855,1000047,keyword,wedertewerkstelling
1002274,855,1000048,keyword,statuut onderwijspersoneel
1018792,857,1000080,keyword,provincie
1018792,857,1000088,keyword,gemeente
1018792,857,1000133,keyword,intercommunale
1011713,863,1000197,keyword,onderwijs voor sociale promotie
1011713,863,1000198,keyword,sociale promotie
